t,m,x,z,h
0.0,0.0,0.0,1e-08,0.0
0.01,6.667273965910476e-05,0.012617764349930451,2.0719175432503244e-05,3.060419850602675e-122
0.02,0.000335673599878359,0.017273274635485187,0.0002538264291587121,6.185312088224762e-96
0.03,0.0006192354793035948,0.01903885108555269,0.0008319614636181621,9.650370048743159e-84
0.04,0.0008153833391407111,0.019782197145135298,0.0016762624707341062,3.76404244543623e-76
0.05,0.0009345657217907585,0.020174452059751137,0.002667977773185743,5.082875141248374e-71
0.06,0.0010086579299244303,0.020449110969744153,0.003725922228584948,2.901108833761694e-67
0.07,0.0010605834735645582,0.020684814559932384,0.0048071936256419145,2.1247973113607455e-64
0.08,0.0011027285420906923,0.020907196865719013,0.005892110863214195,4.042105942713965e-62
0.09,0.0011409594973994588,0.021124339962524285,0.0069726426888625515,3.201934133893383e-60
0.1,0.0011778482381340882,0.02133873471898401,0.008046028937248047,1.3484172012595025e-58
0.11,0.0012144676265930959,0.021551169420573713,0.009111735412627034,3.383840124317693e-57
0.12,0.001251254012503222,0.02176195389046071,0.010170112674702636,6.181099824810446e-56
0.13,0.0012883877804841309,0.021971274250978723,0.01122184243285825,7.931943263781902e-55
0.14,0.001325946914362767,0.02217928988633097,0.012267724653858801,7.976033477357763e-54
0.15,0.0013639754039107294,0.022386161094836498,0.01330859292108211,6.712103383841534e-53
0.16,0.0014025048036331782,0.02259204766621006,0.014345284077711289,4.73912012336069e-52
0.17,0.0014415625559554607,0.02279710391599989,0.015378602207048961,2.7727073429514493e-51
0.18,0.0014811774926087296,0.023001491285925293,0.016409385129466894,1.509076507405992e-50
0.19,0.0015213796145535988,0.023205369300757353,0.017438460195335518,7.621525251834926e-50
0.2,0.0015621991482341118,0.023408889322687938,0.01846661331070229,3.274043510473036e-49
0.21,0.0016036705280620556,0.023612213657902153,0.019494689139310892,1.3330985760896136e-48
0.22,0.001645827993608749,0.023815493373015036,0.02052347688424913,4.999381550813525e-48
0.23,0.0016887094087746147,0.024018887160928225,0.021553807441153566,1.7803082297426964e-47
0.24,0.0017323545104441403,0.02422255220409247,0.022586506822055277,5.995329179046121e-47
0.25,0.001776805514415245,0.024426647093354306,0.023622411793450086,1.9791168536437044e-46
0.26,0.0018221068795502544,0.024631331905693592,0.024662369993709327,6.091172280417784e-46
0.27,0.0018683064635228407,0.02483676891681849,0.025707243837302825,1.7801308368653614e-45
0.28,0.0019154557158578291,0.025043123218788217,0.02675791272944545,4.9904313096015933e-45
0.29,0.0019636087274312935,0.025250563092785606,0.027815276985615686,1.3403365342692275e-44
0.3,0.002012822813115573,0.025459260148868443,0.02888026167526233,3.50676147134545e-44
0.31,0.0020631587074927916,0.025669390504266833,0.02995381944210809,8.945825401818041e-44
0.32,0.002114681797688348,0.02588113540156309,0.031036932245670844,2.2249649959875553e-43
0.33,0.002167461998878838,0.02609468151741171,0.03213061585857348,5.5011161215755314e-43
0.34,0.0022215734871502166,0.026310221600330606,0.033235924937573304,1.3044539652648317e-42
0.35000000000000003,0.0022770972462680034,0.026527954851202802,0.03435395520077736,3.07194948725501e-42
0.36,0.0023341195910831485,0.026748089314002244,0.035485853590762555,7.827854937356897e-42
0.37,0.0023927330087368443,0.026970841039810452,0.036632815546498686,1.82628048673633e-41
0.38,0.0024530370768239256,0.02719643394422402,0.037796088091634004,3.9059015647417673e-41
0.39,0.002515135822038239,0.027425103758487446,0.03897699258222336,8.318534481696478e-41
0.4,0.002579143390268654,0.027657097034478093,0.04017691400872344,1.7892910473331857e-40
0.41000000000000003,0.0026451823113012606,0.027892672456919846,0.041397311569306844,3.7561964636670615e-40
0.42,0.0027133868541154484,0.028132103479209615,0.04263973514267562,7.96196260122415e-40
0.43,0.0027839003818887448,0.028375676533711286,0.043905814897006144,1.6450198452766823e-39
0.44,0.002856879288935033,0.02862369581952966,0.04519729251356382,3.37818060894605e-39
0.45,0.0029324927651354837,0.028876483052767056,0.046516020195873975,6.912341623825726e-39
0.46,0.003010924353897629,0.02913438005159178,0.0478639748924113,1.4226106830053637e-38
0.47000000000000003,0.00309237303692596,0.02939774960698045,0.049243264619272316,2.90720925481716e-38
0.48,0.003177055975299308,0.029666978721245456,0.050656148657258884,5.901748849785298e-38
0.49,0.0032652105702105348,0.029942480344874824,0.05210505102594342,1.1923914474974134e-37
0.5,0.003357096606392785,0.030224696193971095,0.05359258012115685,2.41893638644262e-37
0.51,0.003452997817431814,0.03051409864544407,0.05512154090568588,4.897540283650328e-37
0.52,0.003553225378909842,0.030811194422615547,0.05669496061855147,9.818354967817128e-37
0.53,0.003658122610608615,0.031116528893839132,0.05831611827065752,1.9699021362934492e-36
0.54,0.0037680660494574885,0.03143069052765834,0.059988570123606956,3.9653120548430235e-36
0.55,0.003883471986436159,0.03175431413234252,0.061716177814783876,8.008794885057229e-36
0.56,0.004004801194683903,0.03208808575843674,0.06350314358668592,1.6229833684655406e-35
0.5700000000000001,0.004132564598356632,0.03243274832052369,0.06535405121166975,3.3014200432523284e-35
0.58,0.004267329743433331,0.03278910810107507,0.06727391241868559,6.745742999869893e-35
0.59,0.004409728757211248,0.03315804206701482,0.06926822022216542,1.387370849342896e-34
0.6,0.004560465904090478,0.033540504550343346,0.0713429987758822,2.855305366740627e-34
0.61,0.004720332253243628,0.033937538831866815,0.07350489250474514,5.931321393001057e-34
0.62,0.004890214972643846,0.03435028575317519,0.0757612317317889,1.2442912178188996e-33
0.63,0.005071111458570926,0.03477999576221629,0.07812012597178304,2.636602941377108e-33
0.64,0.005264147722603484,0.03522804206149455,0.08059056953079179,5.6462280426266595e-33
0.65,0.005470599294371071,0.035695935862772185,0.08318256582420784,1.2230388514478632e-32
0.66,0.0056919144121906125,0.036185342460717404,0.08590726429687034,2.6710204263260716e-32
0.67,0.005929744169382134,0.03669810449886207,0.08877715159083427,5.933776117543876e-32
0.68,0.006185973633452897,0.03723626405922932,0.09180623369048382,1.3397902225246544e-31
0.6900000000000001,0.006462767522837475,0.03780208778266229,0.09501027013704644,3.0775363386453586e-31
0.7000000000000001,0.006762619834407332,0.03839809819081686,0.09840705901981532,7.218182419763894e-31
0.71,0.007088411476321489,0.03902710855711876,0.10201675723810327,1.7256627076702506e-30
0.72,0.0074434852499895635,0.03969226471519239,0.10586227943213207,4.20665238882542e-30
0.73,0.007831741650575224,0.040397093944157844,0.10996978683216517,1.0519809292105528e-29
0.74,0.008257744870930462,0.041145560882596376,0.11436925264739407,2.7080058949113293e-29
0.75,0.008726858482912898,0.04194213036055381,0.1190951322177894,7.168690352103257e-29
0.76,0.009245425236603814,0.042791843353505284,0.12418722065641899,1.9585455910738064e-28
0.77,0.009820978543030347,0.04370041214561633,0.12969172813377863,5.55534884253913e-28
0.78,0.010462500892733461,0.044674322408347684,0.13566249421414928,1.6374155004241406e-27
0.79,0.011180781737118367,0.04572094903031418,0.14216254553661087,5.038741621960381e-27
0.8,0.011988840249655274,0.04684870279143168,0.14926608546765402,1.622378873826734e-26
0.81,0.012902470839417991,0.04806720368131223,0.15706092141044015,5.503934691899271e-26
0.8200000000000001,0.013940964580454513,0.04938747201612331,0.16565150607707668,1.9707369913981826e-25
0.8300000000000001,0.015128022946376888,0.050822155410857495,0.17516282375717562,7.5217687976518615e-25
0.84,0.01649294097418123,0.052385795650763615,0.18574529635345122,3.0380172041735737e-24
0.85,0.018072177953303944,0.05409513171826728,0.19758108443627567,1.3254896392614427e-23
0.86,0.019911397230802062,0.05596944761510142,0.21089218909302776,6.306039557271473e-23
0.87,0.02206815277402979,0.05803096126625919,0.2259508658221018,3.283038029650461e-22
0.88,0.024615476998810615,0.060305248566351305,0.24309320216346259,1.874309177806036e-21
0.89,0.027646609623786886,0.06282169651469652,0.2627368052626704,1.1879740248132688e-20
0.9,0.031281310680439045,0.06561397827080936,0.28540401703820834,8.526979107994753e-20
0.91,0.03567425191028623,0.06872047621359013,0.31175220975917645,7.011855809364278e-19
0.92,0.041026141131723474,0.07218463884538019,0.34261367769343276,6.595711200113882e-18
0.93,0.0475984169888795,0.07605517176013192,0.3790478773043328,7.210266238534606e-17
0.9400000000000001,0.05573249808539105,0.08038595765008133,0.4224097319903315,9.342104045817079e-16
0.9500000000000001,0.06587459176404435,0.0852355657412996,0.4744379880298573,1.4511105063531424e-14
0.96,0.07860714937388556,0.09066619184059475,0.5373684516496791,2.6910251373339614e-13
0.97,0.09468758709622871,0.09674187609943952,0.6140762592868628,5.895916393931903e-12
0.98,0.11509417917274434,0.10352591312930218,0.7082499233680788,1.5042497885344753e-10
0.99,0.14107758233559625,0.11107742826373354,0.8245959534516966,4.173063239942814e-09
1.0,0.1742143125381676,0.11944734495315468,0.9690657811543403,1.0931319515457614e-07
1.01,0.21645583690926185,0.12867408863246804,1.1490850533673056,2.2428279910063747e-06
1.02,0.2701585489925772,0.13877530635092786,1.3737476096429202,3.476255376118252e-05
1.03,0.3377282082558454,0.14954513741193723,1.653811215914729,0.0003779468756792688
1.04,0.4160311723690784,0.15902883913113003,1.9990632480224009,0.0017248128621505576
1.05,0.486703080849758,0.1646300924784712,2.4054049815145238,0.003442154879361468
1.06,0.5338597263304734,0.16682863412817187,2.8474076554573804,0.004951806796471632
1.07,0.5564460952002148,0.16693977939109164,3.2935372234022164,0.006244358152699849
1.08,0.5605748889879866,0.1658846586601435,3.7195657028001143,0.007372869567957393
1.09,0.5528527781209964,0.16418335604900489,4.111256490852418,0.008380515505660996
1.1,0.538116076507898,0.16210350889736613,4.462062849164162,0.009298346104848863
1.11,0.5193617705914007,0.15977412989692966,4.770151135069768,0.010148477418538363
1.12,0.4982820350869912,0.15725245576388336,5.036190022450425,0.010946896941317777
1.1300000000000001,0.4757797492635447,0.15455979879723158,5.262007618058488,0.01170543617420444
1.1400000000000001,0.45232465642750663,0.15170018844886918,5.449863910455829,0.01243308893088385
1.1500000000000001,0.4281685107624058,0.14867001197801272,5.602091798896086,0.013136885574755258
1.16,0.40346585837579396,0.14546303135944272,5.720940369155688,0.013822477676526746
1.17,0.378338600992515,0.14207303878147723,5.80852240393282,0.014494535802821297
1.18,0.35290866257469644,0.1384952982849995,5.8668129856043185,0.015157025398030615
1.19,0.32731300258217244,0.13472736864555362,5.897671095674103,0.01581340239963903
1.2,0.30170880750418355,0.13076961196567982,5.902869892562094,0.01646675476835214
1.21,0.2762731511700437,0.12662554754403105,5.884128329436548,0.017119907304466168
1.22,0.25119931956355057,0.1223021257259232,5.8431403987677495,0.017775500335387884
1.23,0.22669112932709584,0.11780995670122736,5.781599980452066,0.01843605028095365
1.24,0.2029558898864703,0.11316349622330023,5.701220115694546,0.019103996488375807
1.25,0.18019655846121602,0.10838117560559536,5.603745819313811,0.019781737736554558
1.26,0.15860355859562514,0.10348544930420611,5.490959977011115,0.0204716608966213
1.27,0.1383466716533171,0.09850272350386416,5.3646819291483245,0.021176162970125516
1.28,0.11956753262019587,0.09346312588444652,5.22675872363236,0.021897667708985265
1.29,0.10237327228743945,0.08840007718872665,5.0790494172550895,0.022638637582800655
1.3,0.08683182226219555,0.08334963155148895,4.9234032585482685,0.023401581686478844
1.31,0.07296938774090833,0.0783495727275018,4.761633186647811,0.02418906024016916
1.32,0.0607703946559801,0.07343827676467371,4.5954865771904485,0.025003686271183944
1.33,0.05017999804525036,0.06865338354370137,4.426615496978688,0.02584812512347424
1.34,0.04110900048131096,0.06403035927051753,4.256548940019713,0.026725092534319927
1.35,0.03344071520234404,0.059601064053583785,4.086669368686019,0.02763735197179515
1.36,0.02703908080993644,0.05539246120492996,3.9181954351163624,0.028587711825500413
1.37,0.0217572039356104,0.0514256087594563,3.7521720704778434,0.02957902277642857
1.3800000000000001,0.01744549810472053,0.047715052929618654,3.5894682906854873,0.030614175159597145
1.3900000000000001,0.013958718748562639,0.044268699582710375,3.4307822346267147,0.03169609524357331
1.4000000000000001,0.011161412612377915,0.04108817850111273,3.2766522564256646,0.03282773777669127
1.41,0.008931635141569682,0.038169661176933004,3.127472483182089,0.03401206938030101
1.42,0.007162878776916569,0.035505024431281104,2.9835110758321886,0.035252031816358505
1.43,0.00576455986756742,0.033083248571712,2.844929462384998,0.03655046386851031
1.44,0.004661428875577737,0.03089195574571177,2.7118012589072773,0.03790993999536147
1.45,0.003792216846007757,0.028919032575680695,2.5841298594213185,0.03933244265531997
1.46,0.0031079413841712143,0.027154402177637378,2.4618640881304086,0.040818706936405436
1.47,0.0025701333251961418,0.02559214325456482,2.344911735096906,0.04236693508327777
1.48,0.002149191501462351,0.024233329667103766,2.2331509729446055,0.043970355884851015
1.49,0.0018230876882487329,0.023090329011438093,2.126439847171178,0.045612691921865
1.5,0.0015765577468759868,0.022193380397459102,2.0246245418186417,0.04726088316521337
1.51,0.001400932247863701,0.021600277467242683,1.9275468634687094,0.04885595678497474
1.52,0.0012952370022892134,0.021409428852280588,1.8350519917068684,0.05030905175570208
1.53,0.001269222960740559,0.021773293671125387,1.7469983323903195,0.051518409528179473
1.54,0.001350653423891431,0.022906418737838927,1.663272614709391,0.052413810160540114
1.55,0.0016013371934643313,0.025078851422202973,1.5838172990357504,0.052996379515869975
1.56,0.0021500323387257853,0.028581139191517814,1.5086842806210843,0.05332944727112565
1.57,0.003250962688164829,0.03364478361686181,1.4381386401378786,0.053495031390870376
1.58,0.005362986046663413,0.04033109898997726,1.3728399169800507,0.05356080591374772
1.59,0.009205112764628043,0.04845059439675144,1.314100711722877,0.053571552502034214
1.6,0.015701301207752975,0.05757611282893391,1.2641427853244378,0.05355352569979138
1.61,0.025749883504150122,0.06714226625534188,1.2261745834192375,0.0535211289360908
1.62,0.03985817669075974,0.07655242825748525,1.204101766670059,0.05348210664155102
1.6300000000000001,0.05774191329514419,0.08520199090961399,1.2017870895319096,0.05344096425576864
1.6400000000000001,0.07786544960677876,0.0923519701282666,1.2218503530294629,0.05340135001751578
1.6500000000000001,0.09671495868924138,0.09683852509188635,1.2638673644290215,0.05336843846512166
1.6600000000000001,0.10809148947253899,0.09688647725335384,1.3217710979003297,0.05335226708480651
1.67,0.10514752163557811,0.09107901947986911,1.381834798745693,0.053369910110035786
1.68,0.08771116374213611,0.08079362434683038,1.4263774554024204,0.05343615934379089
1.69,0.06494653870414624,0.07016809278567691,1.444392592073382,0.0535420498131678
1.7,0.046032575966678035,0.06254883777837592,1.4369902054207204,0.053654685100779365
1.71,0.03408230754169679,0.05890277304861818,1.4122381647838056,0.05374397099812722
1.72,0.028402455835623355,0.058784695616260804,1.3787703516440022,0.05379852227332998
1.73,0.027583489842180526,0.061343226193576184,1.343385853407608,0.05382152392403984
1.74,0.03064043292707989,0.06571292687476174,1.311153966068156,0.05382152872679016
1.75,0.03700049817337205,0.07109578093363787,1.286039376515083,0.053806928134675455
1.76,0.046138667389102536,0.07675614944839126,1.2712221710086897,0.05378430161456687
1.77,0.05718174912909806,0.08198682237927572,1.2689443495662631,0.053758704130089874
1.78,0.06858413859033433,0.08605555239741614,1.2799426510351497,0.05373461278882197
1.79,0.07798821912118188,0.08818335440425216,1.302633506308816,0.053716974396246585
1.8,0.08260570179378471,0.08769719671275686,1.3324537227446298,0.053711794981479016
1.81,0.08054569796853474,0.08447643175485982,1.3622240071527998,0.053725022640965216
1.82,0.0724794875355974,0.07938540778200533,1.3843634162869256,0.05375872083507534
1.83,0.06159055473821439,0.07401597873948325,1.394068052084032,0.05380724362021901
1.84,0.051422772653021635,0.06982562551013322,1.3908838374486117,0.05385882505153898
1.85,0.044096214073107654,0.0675650082241325,1.3776967905662783,0.05390204504870569
1.86,0.04022740412432959,0.06731121786750947,1.3587481283908045,0.05393070562785395
1.87,0.03963615914173311,0.06874437727689779,1.3382440225575525,0.053944124833467
1.8800000000000001,0.041879289001573894,0.07137138824950558,1.3197930706654522,0.0539449366387413
1.8900000000000001,0.04641704471299173,0.07464398918453524,1.3062591868105031,0.053936970851006905
1.9000000000000001,0.05255936075591002,0.0780082990658697,1.2996638237968587,0.053924130844629915
1.9100000000000001,0.059356237177207,0.08092389242588541,1.3009839610520915,0.05391010223397087
1.92,0.06555870458308345,0.08288648137231545,1.30986598137987,0.05389845635199673
1.93,0.06976859127816526,0.08349424461777137,1.3244133102868179,0.05389272343924484
1.94,0.07085903450818869,0.08258217242116603,1.3413195749637459,0.053896018130247456
1.95,0.06854115289426789,0.08036783079792705,1.3565944064361264,0.053909978957752104
1.96,0.0636390348784284,0.07745748819651171,1.3667791672340077,0.053933487830382584
1.97,0.0577168039558796,0.0746300120713028,1.370039999581674,0.05396241887206204
1.98,0.05233040222653471,0.07253735794398745,1.366499329503379,0.0539911338184755
1.99,0.04850908880443314,0.07152865219236484,1.357780142564856,0.05401475184532738
2.0,0.04668529520545616,0.07164720195474387,1.3462484866206308,0.05403060499877538
2.0100000000000002,0.046863428368638424,0.07271682176144309,1.3343813594564868,0.0540383453730347
2.02,0.048786926738426536,0.07443503431283915,1.3243738603991753,0.05403925440904359
2.0300000000000002,0.0520186333416288,0.07644170755090463,1.317906826314152,0.05403546209048658
2.04,0.05596074337704627,0.07836514742445909,1.3159770028685234,0.05402941700507368
2.05,0.05987612373525461,0.07985946099478204,1.3187536518753318,0.054023611489569044
2.06,0.06296955149311065,0.0806485223363369,1.325498838130795,0.05402041070192664
2.07,0.06455879253602544,0.08058381991517019,1.3346396053112397,0.05402180942658015
2.08,0.06429945330060985,0.07970128256463675,1.3440741069900766,0.05402902049326101
2.09,0.062342883691264894,0.07823687581495664,1.3516956907340156,0.05404200091174572
2.1,0.059295919201013465,0.07656660696258837,1.3559626005073473,0.054059246841962214
2.11,0.055981157458859024,0.07508742662459181,1.356265355807853,0.054078159546030326
2.12,0.05315043348675362,0.07410168791030151,1.3529545841598158,0.054095895822181266
2.13,0.051307254859163286,0.07375714480483038,1.3470926859812078,0.05411024212887244
2.14,0.05067085708513404,0.07404751376958128,1.3401003509665526,0.054120092476935035
2.15,0.051220041500519925,0.07484788151806421,1.3334334467504358,0.05412545523173784
2.16,0.052750775042247414,0.07595915787301787,1.3283386660301637,0.05412717839524054
2.17,0.05492165759437271,0.07714896160755959,1.325680511239853,0.054126612945237434
2.18,0.057295156111623016,0.07818736291280365,1.3258249897175864,0.05412532934214526
2.19,0.0593947704842032,0.0788806217196885,1.328584494025315,0.05412489531350186
2.2,0.06079088945848584,0.07910470956477032,1.3332487616219544,0.054126670089992925
2.21,0.061205043366989155,0.07883387392790363,1.3387267561341984,0.054131580017222736
2.22,0.060594263110309216,0.07815201266914461,1.3437947290131735,0.0541398996423729
2.23,0.059167346465329416,0.07723439919987227,1.347392436672123,0.05415113471419487
2.24,0.05731374085374536,0.07629993624448557,1.348870647455807,0.05416411642731046
2.25,0.05547768514121616,0.07555155162867706,1.3481065482965777,0.054177323598800474
2.2600000000000002,0.054038346520378734,0.0751284965126677,1.345466617991572,0.054189311610835296
2.27,0.053238481110692036,0.07508447597438424,1.3416597597295634,0.054199068569483345
2.2800000000000002,0.053165626174789773,0.07539070627968295,1.3375478741362552,0.054206183394592225
2.29,0.05376627933140091,0.07595462059770575,1.3339656246041334,0.05421082613765873
2.3000000000000003,0.05487378264044962,0.07664499519240527,1.3315747448429631,0.054213612125554096
2.31,0.056242067594681026,0.07731805271824596,1.3307612844077295,0.05421542548270464
2.32,0.05758653702812535,0.07784242251075317,1.331580835884366,0.0542172445135157
2.33,0.05863450339402286,0.07812183364701239,1.3337594094289267,0.05421997933227065
2.34,0.059181282750360935,0.07811318458270503,1.3367568867562503,0.054224320522535806
2.35,0.05913815618907896,0.07783550307370002,1.3398889254557642,0.05423060975595718
2.36,0.05855368962048704,0.07736519141204896,1.3424840014341404,0.05423876359974499
2.37,0.05759626775715487,0.07681642640144908,1.344034588831537,0.054248290450771786
2.38,0.05650295744170826,0.07631193138858745,1.3442992317899463,0.054258415971690156
2.39,0.055515189361286896,0.07595369337260277,1.343330455154632,0.05426828536035734
2.4,0.054824290761498314,0.07580248854613833,1.3414311777756234,0.05427717358209542
2.41,0.05453980622063736,0.07587020538267963,1.3390634492963993,0.054284636038121135
2.42,0.054680957784218075,0.07612381161222023,1.3367392741500885,0.054290567183492254
2.43,0.05518493050735715,0.07649715076639992,1.3349175755864022,0.05429517463065496
2.44,0.05592571771347642,0.07690663832403964,1.3339224598606585,0.05429889807430301
