t,ADHC
0.0,1.0
0.01,1.0000077751862397
0.02,1.0000155451906836
0.03,1.0000233100166547
0.04,1.0000310696679844
0.05,1.0000388241466909
0.06,1.0000465734566069
0.07,1.00005431760135
0.08,1.0000620565845382
0.09,1.0000697904097888
0.1,1.0000775190807198
0.11,1.0000852426009488
0.12,1.0000929609740934
0.13,1.0001006742037715
0.14,1.0001083822936008
0.15,1.0001160852471989
0.16,1.000123783068173
0.17,1.0001314757593547
0.18,1.0001391633237304
0.19,1.0001468457647205
0.2,1.0001545230857452
0.21,1.0001621952902249
0.22,1.00016986238158
0.23,1.0001775243632307
0.24,1.0001851812385976
0.25,1.0001928330111005
0.26,1.0002004796841601
0.27,1.0002081212611966
0.28,1.0002157577456303
0.29,1.000223389140806
0.3,1.0002310154500262
0.31,1.000238636676683
0.32,1.0002462528241687
0.33,1.0002538638958764
0.34,1.0002614698951988
0.35000000000000003,1.0002690708255284
0.36,1.0002766666902583
0.37,1.0002842574927806
0.38,1.0002918432364885
0.39,1.0002994239247744
0.4,1.0003069995610312
0.41000000000000003,1.0003145701469711
0.42,1.0003221356896215
0.43,1.0003296961900816
0.44,1.0003372516517393
0.45,1.00034480207798
0.46,1.0003523474721867
0.47000000000000003,1.0003598878377409
0.48,1.0003674231780209
0.49,1.0003749534964033
0.5,1.000382478796262
0.51,1.0003899990809693
0.52,1.0003975143538948
0.53,1.0004050246183365
0.54,1.000412529877254
0.55,1.0004200301339328
0.56,1.000427525391721
0.5700000000000001,1.000435015653963
0.58,1.0004425009240019
0.59,1.0004499812051777
0.6,1.0004574565008286
0.61,1.0004649268142902
0.62,1.0004723921488954
0.63,1.0004798525079754
0.64,1.0004873078948586
0.65,1.0004947583128714
0.66,1.000502203765337
0.67,1.0005096442555776
0.68,1.0005170797869116
0.6900000000000001,1.0005245103626563
0.7000000000000001,1.0005319359861256
0.71,1.0005393566606318
0.72,1.0005467723894843
0.73,1.0005541831759905
0.74,1.0005615890234556
0.75,1.0005689899351817
0.76,1.0005763859144692
0.77,1.0005837769646162
0.78,1.0005911630889177
0.79,1.0005985442906673
0.8,1.0006059205731554
0.81,1.0006132919396709
0.8200000000000001,1.0006206583934991
0.8300000000000001,1.0006280199379245
0.84,1.000635376576228
0.85,1.0006427283116885
0.86,1.0006500751475829
0.87,1.0006574170871851
0.88,1.0006647541337674
0.89,1.0006720862905991
0.9,1.0006794135609476
0.91,1.0006867359480773
0.92,1.000694053455251
0.93,1.000701366085729
0.9400000000000001,1.0007086738427684
0.9500000000000001,1.0007159767296252
0.96,1.000723274749552
0.97,1.0007305679057996
0.98,1.0007378562016167
0.99,1.0007451396402487
1.0,1.0007524182249392
1.01,1.0007596919589299
1.02,1.0007669608454595
1.03,1.000774224887764
1.04,1.0007814840890783
1.05,1.0007887384526337
1.06,1.00079598798166
1.07,1.0008032326793839
1.08,1.0008104725490303
1.09,1.0008177075938216
1.1,1.0008249378169776
1.11,1.000832163221716
1.12,1.0008393838112526
1.1300000000000001,1.0008465995887996
1.1400000000000001,1.0008538105575677
1.1500000000000001,1.0008610167207654
1.16,1.0008682180815984
1.17,1.0008754146432703
1.18,1.000882606408982
1.19,1.0008897933819323
1.2,1.0008969755653179
1.21,1.0009041529623324
1.22,1.0009113255761677
1.23,1.0009184934100133
1.24,1.000925656467056
1.25,1.0009328147504801
1.26,1.0009399682634685
1.27,1.0009471170092008
1.28,1.0009542609908544
1.29,1.0009614002116045
1.3,1.0009685346746242
1.31,1.0009756643830836
1.32,1.0009827893401508
1.33,1.000989909548992
1.34,1.0009970250127702
1.35,1.0010041357346464
1.36,1.0010112417177794
1.37,1.0010183429653254
1.3800000000000001,1.0010254394804385
1.3900000000000001,1.0010325312662702
1.4000000000000001,1.0010396183259695
1.41,1.0010467006626838
1.42,1.001053778279557
1.43,1.0010608511797316
1.44,1.0010679193663474
1.45,1.0010749828425418
1.46,1.0010820416114496
1.47,1.001089095676204
1.48,1.0010961450399347
1.49,1.0011031897057705
1.5,1.0011102296768364
1.51,1.0011172649562559
1.52,1.0011242955471498
1.53,1.0011313214526367
1.54,1.0011383426758331
1.55,1.0011453592198525
1.56,1.0011523710878063
1.57,1.0011593782828039
1.58,1.001166380807952
1.59,1.001173378666355
1.6,1.0011803718611147
1.61,1.0011873603953312
1.62,1.0011943442721014
1.6300000000000001,1.0012013234945205
1.6400000000000001,1.0012082980656813
1.6500000000000001,1.0012152679886737
1.6600000000000001,1.0012222332665854
1.67,1.0012291939025026
1.68,1.001236149899508
1.69,1.0012431012606826
1.7,1.0012500479891047
1.71,1.0012569900878503
1.72,1.0012639275599935
1.73,1.0012708604086054
1.74,1.001277788636755
1.75,1.001284712247566
1.76,1.0012916312445475
1.77,1.001298545630868
1.78,1.001305455409602
1.79,1.001312360583821
1.8,1.0013192611565953
1.81,1.0013261571309922
1.82,1.0013330485100769
1.83,1.0013399352969123
1.84,1.0013468174945597
1.85,1.0013536951060773
1.86,1.0013605681345217
1.87,1.0013674365829466
1.8800000000000001,1.001374300454404
1.8900000000000001,1.0013811597519435
1.9000000000000001,1.0013880144786125
1.9100000000000001,1.0013948646374562
1.92,1.0014017102315171
1.93,1.0014085512638364
1.94,1.0014153877374519
1.95,1.0014222196554001
1.96,1.001429047020715
1.97,1.001435869836428
1.98,1.0014426881055687
1.99,1.0014495018311642
2.0,1.0014563110162396
2.0100000000000002,1.0014631156638172
2.02,1.001469915776918
2.0300000000000002,1.0014767113585599
2.04,1.001483502411759
2.05,1.001490288939529
2.06,1.0014970709448812
2.07,1.0015038484308252
2.08,1.001510621400368
2.09,1.0015173898565142
2.1,1.0015241538022663
2.11,1.0015309132406247
2.12,1.0015376681745876
2.13,1.0015444186071507
2.14,1.0015511645413073
2.15,1.0015579059800492
2.16,1.0015646429263654
2.17,1.0015713753832425
2.18,1.001578103353665
2.19,1.0015848268406158
2.2,1.0015915458470748
2.21,1.0015982603760196
2.22,1.0016049704304262
2.23,1.0016116760132678
2.24,1.0016183771275158
2.25,1.001625073776139
2.2600000000000002,1.001631765962104
2.27,1.0016384536883751
2.2800000000000002,1.001645136957915
2.29,1.0016518157736833
2.3000000000000003,1.0016584901386378
2.31,1.001665160055734
2.32,1.001671825527925
2.33,1.001678486558162
2.34,1.0016851431493938
2.35,1.0016917953045668
2.36,1.0016984430266251
2.37,1.001705086318511
2.38,1.0017117251831642
2.39,1.0017183596235224
2.4,1.0017249896425207
2.41,1.001731615243092
2.42,1.0017382364281675
2.43,1.0017448532006759
2.44,1.001751465563543
2.45,1.0017580735196936
2.46,1.001764677072049
2.47,1.001771276223529
2.48,1.0017778709770508
2.49,1.00178446133553
2.5,1.0017910473018794
2.5100000000000002,1.0017976288790094
2.52,1.0018042060698285
2.5300000000000002,1.0018107788772428
2.54,1.0018173473041567
2.5500000000000003,1.0018239113534713
2.56,1.0018304710280865
2.57,1.0018370263308993
2.58,1.0018435772648047
2.59,1.0018501238326956
2.6,1.0018566660374622
2.61,1.001863203881993
2.62,1.0018697373691738
2.63,1.0018762665018888
2.64,1.001882791283019
2.65,1.001889311715444
2.66,1.001895827802041
2.67,1.001902339545684
2.68,1.0019088469492468
2.69,1.0019153500155988
2.7,1.0019218487476085
2.71,1.0019283431481416
2.72,1.0019348332200617
2.73,1.0019413189662303
2.74,1.0019478003895064
2.75,1.0019542774927468
2.7600000000000002,1.0019607502788064
2.77,1.0019672187505373
2.7800000000000002,1.00197368291079
2.79,1.0019801427624122
2.8000000000000003,1.0019865983082494
2.81,1.0019930495511455
2.82,1.0019994964939414
2.83,1.0020059391394762
2.84,1.0020123774905865
2.85,1.0020188115501067
2.86,1.0020252413208692
2.87,1.0020316668057039
2.88,1.0020380880074387
2.89,1.0020445049288988
2.9,1.002050917572908
2.91,1.0020573259422867
2.92,1.002063730039854
2.93,1.0020701298684267
2.94,1.0020765254308186
2.95,1.0020829167298422
2.96,1.002089303768307
2.97,1.0020956865491124
2.98,1.0021020650760648
2.99,1.0021084393522681
3.0,1.0021148093805565
3.0100000000000002,1.0021211751637626
3.02,1.0021275367047173
3.0300000000000002,1.0021338940062485
3.04,1.0021402470711835
3.0500000000000003,1.0021465959023466
3.06,1.0021529405025602
3.0700000000000003,1.0021592808746456
3.08,1.0021656170214213
3.09,1.0021719489457037
3.1,1.0021782766503082
3.11,1.0021846001380472
3.12,1.002190919411732
3.13,1.002197234474171
3.14,1.0022035453281712
3.15,1.0022098519765377
3.16,1.0022161544220736
3.17,1.0022224526675796
3.18,1.0022287467158548
3.19,1.0022350365696966
3.2,1.0022413222318998
3.21,1.0022476037052575
3.22,1.0022538809925612
3.23,1.0022601540965996
3.24,1.0022664230201603
3.25,1.0022726877660284
3.2600000000000002,1.0022789483369872
3.27,1.002285204735818
3.2800000000000002,1.0022914569653003
3.29,1.0022977050282114
3.3000000000000003,1.0023039489273264
3.31,1.002310188665419
3.3200000000000003,1.002316424245261
3.33,1.0023226556696214
3.34,1.002328882941268
3.35,1.002335106062966
3.36,1.0023413250374795
3.37,1.0023475398675696
3.38,1.0023537505559965
3.39,1.0023599571055175
3.4,1.0023661595188884
3.41,1.0023723577988628
3.42,1.002378551948193
3.43,1.002384741969628
3.44,1.0023909278659162
3.45,1.0023971096398034
3.46,1.0024032872940334
3.47,1.002409460831348
3.48,1.0024156302544875
3.49,1.0024217955661898
3.5,1.0024279567691905
3.5100000000000002,1.0024341138662243
3.52,1.0024402668600225
3.5300000000000002,1.002446415753316
3.54,1.0024525605488324
3.5500000000000003,1.002458701249298
3.56,1.0024648378574372
3.5700000000000003,1.002470970375972
3.58,1.0024770988076228
3.59,1.0024832231551077
3.6,1.0024893434211433
3.61,1.0024954596084437
3.62,1.0025015717197214
3.63,1.0025076797576868
3.64,1.0025137837250484
3.65,1.0025198836245126
3.66,1.002525979458784
3.67,1.0025320712305648
3.68,1.002538158942556
3.69,1.002544242597456
3.7,1.0025503221979615
3.71,1.002556397746767
3.72,1.0025624692465653
3.73,1.0025685367000472
3.74,1.0025746001099012
3.75,1.0025806594788145
3.7600000000000002,1.0025867148094714
3.77,1.002592766104555
3.7800000000000002,1.0025988133667463
3.79,1.0026048565987238
3.8000000000000003,1.002610895803165
3.81,1.0026169309827444
3.8200000000000003,1.002622962140135
3.83,1.0026289892780083
3.84,1.0026350123990329
3.85,1.0026410315058758
3.86,1.0026470466012025
3.87,1.002653057687676
3.88,1.0026590647679572
3.89,1.0026650678447058
3.9,1.0026710669205787
3.91,1.0026770619982313
3.92,1.0026830530803166
3.93,1.0026890401694863
3.94,1.0026950232683898
3.95,1.0027010023796743
3.96,1.0027069775059851
3.97,1.0027129486499657
3.98,1.002718915814258
3.99,1.0027248790015009
4.0,1.0027308382143323
4.01,1.002736793455388
4.0200000000000005,1.0027427447273007
4.03,1.0027486920327031
4.04,1.0027546353742243
4.05,1.0027605747544919
4.0600000000000005,1.002766510176132
4.07,1.002772441641768
4.08,1.0027783691540222
4.09,1.0027842927155137
4.1,1.0027902123288608
4.11,1.0027961279966795
4.12,1.0028020397215833
4.13,1.0028079475061844
4.14,1.0028138513530926
4.15,1.0028197512649162
4.16,1.002825647244261
4.17,1.0028315392937308
4.18,1.0028374274159284
4.19,1.002843311613487
4.2,1.0028491918895472
4.21,1.0028550682469095
4.22,1.0028609406881868
4.23,1.0028668092159903
4.24,1.0028726738329292
4.25,1.0028785345416116
4.26,1.0028843913446428
4.2700000000000005,1.002890244244627
4.28,1.0028960932441662
4.29,1.002901938345861
4.3,1.0029077795523098
4.3100000000000005,1.0029136168661095
4.32,1.0029194502898544
4.33,1.002925279826138
4.34,1.0029311054775518
4.3500000000000005,1.0029369272466848
4.36,1.0029427451361248
4.37,1.0029485591484575
4.38,1.0029543692862668
4.39,1.0029601755521351
4.4,1.0029659779486428
4.41,1.002971776478368
4.42,1.002977571143888
4.43,1.0029833619477773
4.44,1.002989148892609
4.45,1.0029949319809544
4.46,1.003000711215383
4.47,1.0030064865984625
4.48,1.0030122581327585
4.49,1.003018025820835
4.5,1.0030237896652545
4.51,1.003029549668577
4.5200000000000005,1.0030353058333612
4.53,1.0030410581621638
4.54,1.0030468066575398
4.55,1.003052551322042
4.5600000000000005,1.0030582921582218
4.57,1.003064029168629
4.58,1.0030697623558107
4.59,1.0030754917223133
4.6000000000000005,1.00308121727068
4.61,1.0030869390034538
4.62,1.0030926569231746
4.63,1.003098371032381
4.64,1.0031040813336098
4.65,1.003109787829396
4.66,1.0031154905222726
4.67,1.003121189414771
4.68,1.0031268845094201
4.69,1.0031325758087484
4.7,1.0031382633152812
4.71,1.0031439470315426
4.72,1.0031496269600548
4.73,1.0031553031033384
4.74,1.0031609754639115
4.75,1.0031666440442912
4.76,1.0031723088469924
4.7700000000000005,1.003177969874528
4.78,1.0031836271294094
4.79,1.0031892806141463
4.8,1.003194930331246
4.8100000000000005,1.0032005762832146
4.82,1.0032062184725556
4.83,1.003211856901772
4.84,1.0032174915733636
4.8500000000000005,1.0032231224898294
4.86,1.0032287496536656
4.87,1.0032343730673674
4.88,1.0032399927334281
4.89,1.0032456086543389
4.9,1.0032512208325892
4.91,1.0032568292706665
4.92,1.003262433971057
4.93,1.0032680349362446
4.94,1.0032736321687115
4.95,1.003279225670938
4.96,1.0032848154454026
4.97,1.0032904014945823
4.98,1.003295983820952
4.99,1.0033015624269848
5.0,1.0033071373151519
5.01,1.0033127084879228
5.0200000000000005,1.0033182759477655
5.03,1.0033238396971453
5.04,1.0033293997385266
5.05,1.0033349560743716
5.0600000000000005,1.0033405087071408
5.07,1.0033460576392923
5.08,1.0033516028732834
5.09,1.003357144411569
5.1000000000000005,1.003362682256602
5.11,1.0033682164108337
5.12,1.0033737468767137
5.13,1.0033792736566898
5.14,1.0033847967532077
5.15,1.0033903161687114
5.16,1.0033958319056435
5.17,1.003401343966444
5.18,1.0034068523535515
5.19,1.0034123570694031
5.2,1.0034178581164335
5.21,1.003423355497076
5.22,1.0034288492137617
5.23,1.0034343392689202
5.24,1.0034398256649795
5.25,1.003445308404365
5.26,1.0034507874895011
5.2700000000000005,1.0034562629228099
5.28,1.0034617347067118
5.29,1.0034672028436253
5.3,1.0034726673359675
5.3100000000000005,1.0034781281861531
5.32,1.0034835853965953
5.33,1.0034890389697058
5.34,1.0034944889078934
5.3500000000000005,1.0034999352135663
5.36,1.0035053778891303
5.37,1.0035108169369895
5.38,1.003516252359546
5.39,1.0035216841592005
5.4,1.0035271123383513
5.41,1.0035325366393468
5.42,1.0035379575956958
5.43,1.0035433749391098
5.44,1.0035487886720071
5.45,1.0035541987968026
5.46,1.0035596053159104
5.47,1.0035650082317422
5.48,1.003570407546708
5.49,1.003575803263216
5.5,1.0035811953836729
5.51,1.0035865839104832
5.5200000000000005,1.0035919688460495
5.53,1.0035973501927733
5.54,1.0036027279530537
5.55,1.0036081021292877
5.5600000000000005,1.0036134727238717
5.57,1.0036188397391987
5.58,1.0036242031776612
5.59,1.0036295630416494
5.6000000000000005,1.0036349193335516
5.61,1.0036402720557545
5.62,1.0036456212106428
5.63,1.0036509668005997
5.64,1.0036563088280064
5.65,1.0036616472952422
5.66,1.003666982204685
5.67,1.0036723135587107
5.68,1.0036776413596933
5.69,1.003682965610005
5.7,1.0036882863120162
5.71,1.003693603468096
5.72,1.0036989170806114
5.73,1.003704227151927
5.74,1.0037095336844066
5.75,1.0037148366804118
5.76,1.0037201361423025
5.7700000000000005,1.0037254320724365
5.78,1.00373072447317
5.79,1.0037360133468578
5.8,1.0037412986958525
5.8100000000000005,1.003746580522505
5.82,1.0037518588291645
5.83,1.0037571336181785
5.84,1.0037624048918925
5.8500000000000005,1.0037676726526505
5.86,1.0037729369027946
5.87,1.0037781976446651
5.88,1.0037834548806004
5.89,1.0037887086129376
5.9,1.0037939588440115
5.91,1.0037992055761555
5.92,1.0038044488117013
5.93,1.0038096885529781
5.94,1.0038149248023147
5.95,1.0038201575620367
5.96,1.0038253868344689
5.97,1.0038306126219338
5.98,1.0038358349267529
5.99,1.003841053751245
6.0,1.0038462690977275
6.01,1.0038514809685164
6.0200000000000005,1.0038566893659258
6.03,1.0038618942922675
6.04,1.0038670957498523
6.05,1.003872293740989
6.0600000000000005,1.0038774882679844
6.07,1.003882679333144
6.08,1.0038878669387707
6.09,1.0038930510871673
6.1000000000000005,1.003898231780633
6.11,1.0039034090214665
6.12,1.0039085828119643
6.13,1.003913753154421
6.140000000000001,1.0039189200511303
6.15,1.0039240835043828
6.16,1.0039292435164686
6.17,1.0039344000896755
6.18,1.0039395532262896
6.19,1.0039447029285953
6.2,1.0039498491988756
6.21,1.003954992039411
6.22,1.0039601314524813
6.23,1.0039652674403639
6.24,1.0039704000053342
6.25,1.0039755291496668
6.26,1.0039806548756338
6.2700000000000005,1.0039857771855059
6.28,1.003990896081552
6.29,1.0039960115660393
6.3,1.0040011236412336
6.3100000000000005,1.0040062323093983
6.32,1.0040113375727957
6.33,1.0040164394336861
6.34,1.004021537894328
6.3500000000000005,1.0040266329569785
6.36,1.0040317246238928
6.37,1.0040368128973245
6.38,1.0040418977795253
6.390000000000001,1.0040469792727453
6.4,1.004052057379233
6.41,1.004057132101235
6.42,1.0040622034409965
6.43,1.0040672714007604
6.44,1.0040723359827688
6.45,1.0040773971892611
6.46,1.0040824550224758
6.47,1.0040875094846495
6.48,1.0040925605780169
6.49,1.0040976083048108
6.5,1.0041026526672632
6.51,1.0041076936676032
6.5200000000000005,1.0041127313080596
6.53,1.004117765590858
6.54,1.0041227965182236
6.55,1.0041278240923792
6.5600000000000005,1.004132848315546
6.57,1.0041378691899436
6.58,1.0041428867177902
6.59,1.0041479009013017
6.6000000000000005,1.0041529117426928
6.61,1.0041579192441765
6.62,1.0041629234079639
6.63,1.004167924236278
6.640000000000001,1.004172921732029
6.65,1.0041779158978286
6.66,1.0041829067358974
6.67,1.004187894248454
6.68,1.0041928784377154
6.69,1.0041978593058976
6.7,1.0042028368552138
6.71,1.004207811087877
6.72,1.0042127820060978
6.73,1.0042177496120852
6.74,1.0042227139080475
6.75,1.0042276748961905
6.76,1.0042326325787185
6.7700000000000005,1.0042375869578348
6.78,1.0042425380357412
6.79,1.0042474858146369
6.8,1.0042524302967206
6.8100000000000005,1.0042573714841891
6.82,1.0042623093792375
6.83,1.0042672439840596
6.84,1.0042721753008477
6.8500000000000005,1.0042771033317919
6.86,1.0042820280790816
6.87,1.0042869495449043
6.88,1.0042918677314456
6.890000000000001,1.0042967826408904
6.9,1.004301694275421
6.91,1.0043066026372194
6.92,1.0043115077284648
6.93,1.0043164095513355
6.94,1.0043213081080085
6.95,1.0043262034006588
6.96,1.00433109543146
6.97,1.0043359842025843
6.98,1.0043408697162022
6.99,1.0043457519744827
7.0,1.0043506309795935
7.01,1.0043555067337007
7.0200000000000005,1.0043603792389681
7.03,1.0043652484975596
7.04,1.004370114511636
7.05,1.0043749772833572
7.0600000000000005,1.0043798368148817
7.07,1.0043846931083664
7.08,1.0043895461659669
7.09,1.0043943959898365
7.1000000000000005,1.004399242582128
7.11,1.0044040859449919
7.12,1.0044089260805775
7.13,1.0044137629910328
7.140000000000001,1.0044185966785042
7.15,1.004423427145136
7.16,1.0044282543930718
7.17,1.0044330784244533
7.18,1.004437899241421
7.19,1.004442716846113
7.2,1.0044475312406673
7.21,1.0044523424272194
7.22,1.0044571504079034
7.23,1.0044619551848522
7.24,1.0044667567601973
7.25,1.0044715551360681
7.26,1.0044763503145933
7.2700000000000005,1.0044811422978992
7.28,1.0044859310881118
7.29,1.0044907166873545
7.3,1.0044954990977495
7.3100000000000005,1.004500278321418
7.32,1.0045050543604794
7.33,1.0045098272170514
7.34,1.0045145968932505
7.3500000000000005,1.0045193633911917
7.36,1.0045241267129885
7.37,1.0045288868607527
7.38,1.004533643836595
7.390000000000001,1.0045383976426243
7.4,1.0045431482809486
7.41,1.0045478957536733
7.42,1.0045526400629037
7.43,1.0045573812107427
7.44,1.004562119199292
7.45,1.0045668540306518
7.46,1.0045715857069208
7.47,1.0045763142301969
7.48,1.0045810396025752
7.49,1.0045857618261504
7.5,1.0045904809030157
7.51,1.0045951968352622
7.5200000000000005,1.0045999096249802
7.53,1.0046046192742584
7.54,1.0046093257851836
7.55,1.0046140291598415
7.5600000000000005,1.0046187294003166
7.57,1.0046234265086915
7.58,1.0046281204870475
7.59,1.0046328113374647
7.6000000000000005,1.0046374990620215
7.61,1.004642183662795
7.62,1.0046468651418603
7.63,1.0046515435012922
7.640000000000001,1.004656218743163
7.65,1.004660890869544
7.66,1.0046655598825052
7.67,1.0046702257841147
7.68,1.0046748885764398
7.69,1.0046795482615458
7.7,1.004684204841497
7.71,1.004688858318356
7.72,1.004693508694184
7.73,1.0046981559710406
7.74,1.0047028001509848
7.75,1.0047074412360733
7.76,1.0047120792283615
7.7700000000000005,1.0047167141299036
7.78,1.0047213459427526
7.79,1.0047259746689596
7.8,1.0047306003105745
7.8100000000000005,1.0047352228696458
7.82,1.0047398423482208
7.83,1.0047444587483447
7.84,1.0047490720720622
7.8500000000000005,1.004753682321416
7.86,1.0047582894984475
7.87,1.0047628936051967
7.88,1.0047674946437024
7.890000000000001,1.0047720926160018
7.9,1.0047766875241304
7.91,1.0047812793701232
7.92,1.004785868156013
7.930000000000001,1.004790453883831
7.94,1.0047950365556082
7.95,1.004799616173373
7.96,1.0048041927391531
7.97,1.0048087662549743
7.98,1.0048133367228615
7.99,1.004817904144838
8.0,1.0048224685229254
8.01,1.0048270298591446
8.02,1.0048315881555148
8.03,1.0048361434140534
8.040000000000001,1.004840695636777
8.05,1.0048452448257006
8.06,1.0048497909828378
8.07,1.0048543341102008
8.08,1.0048588742098004
8.09,1.0048634112836463
8.1,1.0048679453337466
8.11,1.004872476362108
8.120000000000001,1.0048770043707358
8.13,1.0048815293616342
8.14,1.0048860513368059
8.15,1.0048905702982518
8.16,1.0048950862479722
8.17,1.0048995991879655
8.18,1.004904109120229
8.19,1.0049086160467586
8.2,1.0049131199695485
8.21,1.0049176208905921
8.22,1.0049221188118813
8.23,1.004926613735406
8.24,1.0049311056631558
8.25,1.0049355945971181
8.26,1.0049400805392796
8.27,1.004944563491625
8.28,1.004949043456138
8.290000000000001,1.004953520434801
8.3,1.0049579944295952
8.31,1.0049624654424998
8.32,1.0049669334754936
8.33,1.004971398530553
8.34,1.0049758606096544
8.35,1.0049803197147713
8.36,1.0049847758478772
8.370000000000001,1.0049892290109432
8.38,1.0049936792059402
8.39,1.0049981264348369
8.4,1.0050025706996006
8.41,1.005007012002198
8.42,1.0050114503445942
8.43,1.0050158857287523
8.44,1.0050203181566353
8.45,1.0050247476302037
8.46,1.0050291741514172
8.47,1.0050335977222344
8.48,1.0050380183446121
8.49,1.0050424360205064
8.5,1.0050468507518715
8.51,1.0050512625406602
8.52,1.0050556713888248
8.53,1.0050600772983154
8.540000000000001,1.0050644802710815
8.55,1.0050688803090706
8.56,1.0050732774142295
8.57,1.0050776715885033
8.58,1.005082062833836
8.59,1.00508645115217
8.6,1.0050908365454472
8.61,1.0050952190156073
8.620000000000001,1.0050995985645887
8.63,1.0051039751943296
8.64,1.0051083489067656
8.65,1.0051127197038316
8.66,1.0051170875874613
8.67,1.0051214525595868
8.68,1.0051258146221396
8.69,1.0051301737770486
8.700000000000001,1.0051345300262426
8.71,1.0051388833716488
8.72,1.0051432338151929
8.73,1.0051475813587996
8.74,1.005151926004392
8.75,1.0051562677538919
8.76,1.0051606066092205
8.77,1.0051649425722968
8.78,1.0051692756450394
8.790000000000001,1.0051736058293648
8.8,1.0051779331271886
8.81,1.0051822575404255
8.82,1.0051865790709882
8.83,1.0051908977207886
8.84,1.0051952134917375
8.85,1.0051995263857436
8.86,1.0052038364047156
8.870000000000001,1.0052081435505595
8.88,1.0052124478251814
8.89,1.0052167492304853
8.9,1.005221047768374
8.91,1.0052253434407494
8.92,1.005229636249512
8.93,1.0052339261965606
8.94,1.0052382132837936
8.950000000000001,1.0052424975131076
8.96,1.0052467788863977
8.97,1.0052510574055584
8.98,1.0052553330724825
8.99,1.005259605889062
9.0,1.0052638758571868
9.01,1.0052681429787464
9.02,1.005272407255629
9.03,1.005276668689721
9.040000000000001,1.005280927282908
9.05,1.005285183037074
9.06,1.0052894359541025
9.07,1.0052936860358748
9.08,1.0052979332842717
9.09,1.0053021777011726
9.1,1.0053064192884553
9.11,1.005310658047997
9.120000000000001,1.005314893981673
9.13,1.0053191270913577
9.14,1.0053233573789244
9.15,1.0053275848462453
9.16,1.0053318094951906
9.17,1.00533603132763
9.18,1.005340250345432
9.19,1.0053444665504636
9.200000000000001,1.0053486799445905
9.21,1.0053528905296776
9.22,1.005357098307588
9.23,1.0053613032802338
9.24,1.00536550544972
9.25,1.005369704817943
9.26,1.0053739013867664
9.27,1.0053780951580522
9.28,1.005382286133661
9.290000000000001,1.0053864743154526
9.3,1.0053906597052855
9.31,1.0053948423050172
9.32,1.0053990221165034
9.33,1.0054031991415997
9.34,1.0054073733821598
9.35,1.005411544840036
9.36,1.00541571351708
9.370000000000001,1.0054198794151423
9.38,1.005424042536072
9.39,1.0054282028817172
9.4,1.0054323604539244
9.41,1.0054365152545397
9.42,1.0054406672854075
9.43,1.0054448165483711
9.44,1.005448963045273
9.450000000000001,1.005453106777954
9.46,1.0054572477482542
9.47,1.0054613859580126
9.48,1.0054655214090664
9.49,1.0054696541032524
9.5,1.0054737840424062
9.51,1.0054779112283614
9.52,1.0054820356629515
9.53,1.0054861573480085
9.540000000000001,1.005490276285363
9.55,1.0054943924768447
9.56,1.0054985059242822
9.57,1.0055026166295031
9.58,1.0055067245943332
9.59,1.0055108298205981
9.6,1.0055149323101216
9.61,1.0055190320647265
9.620000000000001,1.0055231290862345
9.63,1.0055272233764667
9.64,1.0055313149372422
9.65,1.0055354037703796
9.66,1.0055394898776961
9.67,1.0055435732610079
9.68,1.0055476539221297
9.69,1.005551731862876
9.700000000000001,1.0055558070850592
9.71,1.0055598795904912
9.72,1.0055639493809825
9.73,1.0055680164583425
9.74,1.00557208082438
9.75,1.0055761424809015
9.76,1.005580201429714
9.77,1.005584257672622
9.78,1.0055883112114297
9.790000000000001,1.00559236204794
9.8,1.0055964101839543
9.81,1.0056004556212734
9.82,1.0056044983616974
9.83,1.0056085384070241
9.84,1.0056125757590513
9.85,1.005616610419575
9.86,1.0056206423903904
9.870000000000001,1.005624671673292
9.88,1.0056286982700724
9.89,1.0056327221825239
9.9,1.005636743412437
9.91,1.0056407619616015
9.92,1.0056447778318065
9.93,1.0056487910248393
9.94,1.0056528015424864
9.950000000000001,1.0056568093865332
9.96,1.0056608145587644
9.97,1.0056648170609632
9.98,1.0056688168949117
9.99,1.0056728140623912
