t,AMM1T,AMM2
0.0,1.00269,1.09071
0.01,1.0026875225503584,1.0907100106224987
0.02,1.0026852816354743,1.0907100212449947
0.03,1.0026832553921612,1.0907100318674883
0.04,1.0026814211723167,1.090710042489979
0.05,1.0026797689517155,1.090710053112467
0.06,1.0026782758281214,1.0907100637349525
0.07,1.0026769200149073,1.0907100743574352
0.08,1.002675691781247,1.0907100849799152
0.09,1.0026745806614556,1.0907100956023925
0.1,1.0026735733884746,1.0907101062248674
0.11,1.002672661733122,1.0907101168473397
0.12,1.0026718376389372,1.090710127469809
0.13,1.0026710916244992,1.090710138092276
0.14,1.002670416876811,1.09071014871474
0.15,1.0026698069769562,1.0907101593372015
0.16,1.0026692546007139,1.0907101699596604
0.17,1.002668755294021,1.0907101805821167
0.18,1.0026683048695646,1.09071019120457
0.19,1.0026678977340417,1.090710201827021
0.2,1.0026675282941488,1.0907102124494692
0.21,1.0026671914765037,1.0907102230719146
0.22,1.0026668867194815,1.0907102336943575
0.23,1.002666611538549,1.0907102443167978
0.24,1.0026663626363437,1.0907102549392353
0.25,1.0026661367155025,1.0907102655616703
0.26,1.0026659313539792,1.0907102761841025
0.27,1.0026657461247677,1.0907102868065321
0.28,1.0026655790760688,1.090710297428959
0.29,1.00266542815796,1.0907103080513834
0.3,1.0026652913221692,1.0907103186738052
0.31,1.0026651675167495,1.0907103292962241
0.32,1.0026650560027548,1.0907103399186404
0.33,1.0026649554117228,1.090710350541054
0.34,1.0026648643751916,1.0907103611634652
0.35000000000000003,1.0026647816117351,1.0907103717858735
0.36,1.002664706909317,1.0907103824082791
0.37,1.0026646396367902,1.0907103930306823
0.38,1.0026645789082633,1.0907104036530826
0.39,1.002664523837846,1.0907104142754804
0.4,1.002664473539647,1.0907104248978756
0.41000000000000003,1.0026644275996761,1.0907104355202681
0.42,1.002664386182755,1.0907104461426578
0.43,1.0026643488409237,1.090710456765045
0.44,1.002664315114067,1.0907104673874295
0.45,1.0026642845420706,1.0907104780098114
0.46,1.0026642566989472,1.0907104886321906
0.47000000000000003,1.0026642315780236,1.090710499254567
0.48,1.0026642090082911,1.090710509876941
0.49,1.0026641887188539,1.0907105204993122
0.5,1.0026641704388164,1.0907105311216807
0.51,1.0026641538972831,1.0907105417440466
0.52,1.0026641360119204,1.0907105523664098
0.53,1.0026641240934755,1.0907105629887703
0.54,1.0026641129072857,1.0907105736111282
0.55,1.0026641024533511,1.0907105842334834
0.56,1.0026640927316717,1.0907105948558362
0.5700000000000001,1.0026640837413516,1.090710605478186
0.58,1.002664075472012,1.0907106161005335
0.59,1.0026640679206866,1.090710626722878
0.6,1.0026640610873756,1.0907106373452202
0.61,1.002664054972079,1.0907106479675595
0.62,1.002664049574797,1.0907106585898962
0.63,1.002664044836837,1.0907106692122301
0.64,1.0026640405208946,1.0907106798345616
0.65,1.0026640366018742,1.0907106904568902
0.66,1.0026640330797758,1.0907107010792163
0.67,1.0026640299545992,1.0907107117015398
0.68,1.0026640272263445,1.0907107223238603
0.6900000000000001,1.0026640248166707,1.0907107329461785
0.7000000000000001,1.0026640225916676,1.090710743568494
0.71,1.0026640205490693,1.0907107541908068
0.72,1.0026640186888753,1.090710764813117
0.73,1.0026640170110857,1.0907107754354244
0.74,1.0026640155152426,1.0907107860577292
0.75,1.002664014151684,1.0907107966800316
0.76,1.002664012886879,1.090710807302331
0.77,1.0026640117208272,1.0907108179246279
0.78,1.0026640106535292,1.090710828546922
0.79,1.0026640096849846,1.0907108391692135
0.8,1.0026640088128949,1.0907108497915023
0.81,1.002664008010616,1.0907108604137885
0.8200000000000001,1.002664007270535,1.0907108710360722
0.8300000000000001,1.0026640065926522,1.090710881658353
0.84,1.0026640059769676,1.0907108922806314
0.85,1.002664005423481,1.090710902902907
0.86,1.0026640049276938,1.09071091352518
0.87,1.002664004471418,1.0907109241474502
0.88,1.0026640040527293,1.090710934769718
0.89,1.0026640036716283,1.0907109453919828
0.9,1.002664003328115,1.0907109560142452
0.91,1.002664003022189,1.090710966636505
0.92,1.0026640027478444,1.0907109772587618
0.93,1.0026640024948152,1.0907109878810162
0.9400000000000001,1.0026640022629274,1.090710998503268
0.9500000000000001,1.0026640020521813,1.090711009125517
0.96,1.0026640018625765,1.0907110197477634
0.97,1.002664001694062,1.0907110303700072
0.98,1.0026640015410893,1.0907110409922482
0.99,1.0026640013999122,1.0907110516144867
1.0,1.0026640012705306,1.0907110622367224
1.01,1.0026640011529446,1.0907110728589555
1.02,1.0026640010471544,1.090711083481186
1.03,1.0026640009270342,1.0907110941034137
1.04,1.0026640007680538,1.0907111047256388
1.05,1.0026640006162737,1.0907111153478612
1.06,1.0026640004716936,1.0907111259700812
1.07,1.0026640003343135,1.0907111365922983
1.08,1.0026640002041334,1.0907111472145128
1.09,1.0026640000811535,1.0907111578367248
1.1,1.0026639999653737,1.090711168458934
1.11,1.0026639998567937,1.0907111790811406
1.12,1.002663999755414,1.0907111897033444
1.1300000000000001,1.0026639996612343,1.0907112003255457
1.1400000000000001,1.0026639995742546,1.0907112109477441
1.1500000000000001,1.002663999494475,1.0907112215699402
1.16,1.0026639994218955,1.0907112321921335
1.17,1.002663999356516,1.090711242814324
1.18,1.0026639992983368,1.090711253436512
1.19,1.0026639992473574,1.0907112640586973
1.2,1.0026639992035782,1.09071127468088
1.21,1.002663999166999,1.09071128530306
1.22,1.0026639991376198,1.0907112959252374
1.23,1.0026639991154407,1.090711306547412
1.24,1.0026639991004618,1.0907113171695841
1.25,1.002663999092683,1.0907113277917535
1.26,1.002663999092104,1.0907113384139202
1.27,1.0026639990987252,1.0907113490360842
1.28,1.0026639991125463,1.0907113596582456
1.29,1.0026639991335677,1.0907113702804043
1.3,1.0026639991617892,1.0907113809025606
1.31,1.0026639991972106,1.090711391524714
1.32,1.002663999239832,1.0907114021468647
1.33,1.0026639992896536,1.090711412769013
1.34,1.0026639993466753,1.0907114233911583
1.35,1.00266399935493,1.090711434013301
1.36,1.0026639993356052,1.0907114446354413
1.37,1.002663999318143,1.0907114552575787
1.3800000000000001,1.0026639993025435,1.0907114658797137
1.3900000000000001,1.002663999288806,1.090711476501846
1.4000000000000001,1.0026639992769313,1.0907114871239754
1.41,1.002663999266919,1.0907114977461023
1.42,1.0026639992587691,1.0907115083682266
1.43,1.002663999252482,1.090711518990348
1.44,1.002663999248057,1.090711529612467
1.45,1.0026639992454947,1.0907115402345833
1.46,1.0026639992447948,1.090711550856697
1.47,1.0026639992459572,1.0907115614788079
1.48,1.0026639992489823,1.0907115721009162
1.49,1.0026639992538697,1.0907115827230218
1.5,1.0026639992606199,1.0907115933451248
1.51,1.0026639992692323,1.090711603967225
1.52,1.0026639992797073,1.0907116145893228
1.53,1.0026639992920445,1.090711625211418
1.54,1.0026639993062445,1.0907116358335103
1.55,1.0026639993223068,1.0907116464556
1.56,1.0026639993402318,1.090711657077687
1.57,1.002663999360019,1.0907116676997715
1.58,1.0026639993816688,1.0907116783218531
1.59,1.0026639994051811,1.0907116889439323
1.6,1.0026639994305557,1.0907116995660087
1.61,1.002663999457793,1.0907117101880826
1.62,1.0026639994868927,1.0907117208101536
1.6300000000000001,1.0026639995178548,1.090711731432222
1.6400000000000001,1.0026639995506794,1.0907117420542878
1.6500000000000001,1.0026639995853666,1.090711752676351
1.6600000000000001,1.0026639996219162,1.0907117632984116
1.67,1.0026639996194524,1.0907117739217262
1.68,1.0026639996287876,1.090711784543701
1.69,1.0026639996381228,1.0907117951656757
1.7,1.002663999647458,1.0907118057876506
1.71,1.0026639996567932,1.0907118164096254
1.72,1.0026639996661284,1.0907118270316003
1.73,1.0026639996754636,1.0907118376535752
1.74,1.0026639996847988,1.09071184827555
1.75,1.002663999694134,1.0907118588975249
1.76,1.0026639997034692,1.0907118695194995
1.77,1.0026639997128044,1.0907118801414744
1.78,1.0026639997221396,1.0907118907634492
1.79,1.0026639997314748,1.090711901385424
1.8,1.00266399974081,1.090711912007399
1.81,1.0026639997501452,1.0907119226293738
1.82,1.0026639997594804,1.0907119332513486
1.83,1.0026639997688156,1.0907119438733233
1.84,1.0026639997781508,1.0907119544952981
1.85,1.002663999787486,1.090711965117273
1.86,1.0026639997968212,1.0907119757392478
1.87,1.0026639998061564,1.0907119863612227
1.8800000000000001,1.0026639998154916,1.0907119969831975
1.8900000000000001,1.0026639998248268,1.0907120076051724
1.9000000000000001,1.002663999834162,1.090712018227147
1.9100000000000001,1.0026639998434972,1.0907120288491219
1.92,1.0026639998528324,1.0907120394710967
1.93,1.0026639998621676,1.0907120500930716
1.94,1.0026639998715028,1.0907120607150464
1.95,1.002663999880838,1.0907120713370213
1.96,1.0026639998901732,1.0907120819589962
1.97,1.0026639998995084,1.0907120925809708
1.98,1.002663999906715,1.0907121032027476
1.99,1.0026639999070006,1.0907121138238807
2.0,1.002663999907286,1.0907121244450135
2.0100000000000002,1.0026639999075715,1.0907121350661464
2.02,1.0026639999078568,1.0907121456872795
2.0300000000000002,1.0026639999081424,1.0907121563084123
2.04,1.0026639999084277,1.0907121669295452
2.05,1.0026639999087132,1.090712177550678
2.06,1.0026639999089986,1.0907121881718111
2.07,1.002663999909284,1.090712198792944
2.08,1.0026639999095694,1.0907122094140769
2.09,1.0026639999098548,1.09071222003521
2.1,1.0026639999101403,1.0907122306563428
2.11,1.0026639999104257,1.0907122412774757
2.12,1.0026639999107112,1.0907122518986088
2.13,1.0026639999109965,1.0907122625197416
2.14,1.0026639999112819,1.0907122731408745
2.15,1.0026639999115674,1.0907122837620074
2.16,1.0026639999118527,1.0907122943831404
2.17,1.0026639999121383,1.0907123050042733
2.18,1.0026639999124236,1.0907123156254062
2.19,1.0026639999127092,1.0907123262465392
2.2,1.0026639999129945,1.090712336867672
2.21,1.0026639999132798,1.090712347488805
2.22,1.0026639999135654,1.0907123581099378
2.23,1.0026639999138507,1.090712368731071
2.24,1.0026639999141362,1.0907123793522038
2.25,1.0026639999144216,1.0907123899733366
2.2600000000000002,1.0026639999147071,1.0907124005944697
2.27,1.0026639999149924,1.0907124112156026
2.2800000000000002,1.002663999915278,1.0907124218367354
2.29,1.0026639999155633,1.0907124324578685
2.3000000000000003,1.0026639999158486,1.0907124430790014
2.31,1.0026639999161342,1.0907124537001343
2.32,1.0026639999164195,1.0907124643212671
2.33,1.002663999916705,1.0907124749424002
2.34,1.0026639999169904,1.090712485563533
2.35,1.002663999917276,1.090712496184666
2.36,1.0026639999175613,1.090712506805799
2.37,1.0026639999178466,1.0907125174269319
2.38,1.0026639999181322,1.0907125280480647
2.39,1.0026639999184175,1.0907125386691976
2.4,1.002663999918703,1.0907125492903307
2.41,1.0026639999189884,1.0907125599114635
2.42,1.002663999919274,1.0907125705325964
2.43,1.0026639999195592,1.0907125811537295
2.44,1.0026639999198446,1.0907125917748624
2.45,1.0026639999201301,1.0907126023959952
2.46,1.0026639999204154,1.090712613017128
2.47,1.002663999920701,1.0907126236382612
2.48,1.0026639999209863,1.090712634259394
2.49,1.0026639999212719,1.0907126448805269
2.5,1.0026639999215572,1.09071265550166
2.5100000000000002,1.0026639999218425,1.0907126661227928
2.52,1.002663999922128,1.0907126767439257
2.5300000000000002,1.0026639999224134,1.0907126873650588
2.54,1.002663999922699,1.0907126979861916
2.5500000000000003,1.0026639999229843,1.0907127086073245
2.56,1.0026639999232698,1.0907127192284574
2.57,1.0026639999235551,1.0907127298495904
2.58,1.0026639999238407,1.0907127404707233
2.59,1.002663999924126,1.0907127510918562
2.6,1.0026639999244114,1.0907127617129893
2.61,1.002663999924697,1.0907127723341221
2.62,1.0026639999249822,1.090712782955255
2.63,1.0026639999252678,1.0907127935763878
2.64,1.002663999925553,1.090712804197521
2.65,1.0026639999258387,1.0907128148186538
2.66,1.002663999926124,1.0907128254397866
2.67,1.0026639999264093,1.0907128360609197
2.68,1.0026639999266949,1.0907128466820526
2.69,1.0026639999269802,1.0907128573031855
2.7,1.0026639999272657,1.0907128679243185
2.71,1.002663999927551,1.0907128785454514
2.72,1.0026639999278366,1.0907128891665843
2.73,1.002663999928122,1.0907128997877171
2.74,1.0026639999284073,1.0907129104088502
2.75,1.0026639999286928,1.090712921029983
2.7600000000000002,1.0026639999289781,1.090712931651116
2.77,1.0026639999292637,1.090712942272249
2.7800000000000002,1.002663999929549,1.0907129528933819
2.79,1.0026639999298346,1.0907129635145147
2.8000000000000003,1.00266399993012,1.0907129741356476
2.81,1.0026639999304054,1.0907129847567807
2.82,1.0026639999306908,1.0907129953779136
2.83,1.002663999930976,1.0907130059990464
2.84,1.0026639999312617,1.0907130166201795
2.85,1.002663999931547,1.0907130272413124
2.86,1.0026639999318325,1.0907130378624452
2.87,1.0026639999321179,1.090713048483578
2.88,1.0026639999324034,1.0907130591047112
2.89,1.0026639999326887,1.090713069725844
2.9,1.002663999932974,1.090713080346977
2.91,1.0026639999332596,1.09071309096811
2.92,1.002663999933545,1.0907131015892428
2.93,1.0026639999338305,1.0907131122103757
2.94,1.0026639999341158,1.0907131228315088
2.95,1.0026639999344014,1.0907131334526416
2.96,1.0026639999346867,1.0907131440737745
2.97,1.002663999934972,1.0907131546949074
2.98,1.0026639999352576,1.0907131653160405
2.99,1.002663999935543,1.0907131759371733
3.0,1.0026639999358284,1.0907131865583062
3.0100000000000002,1.0026639999361138,1.0907131971794393
3.02,1.0026639999363993,1.0907132078005721
3.0300000000000002,1.0026639999366846,1.090713218421705
3.04,1.00266399993697,1.0907132290428379
3.0500000000000003,1.0026639999372555,1.090713239663971
3.06,1.0026639999375409,1.0907132502851038
3.0700000000000003,1.0026639999378264,1.0907132609062367
3.08,1.0026639999381117,1.0907132715273697
3.09,1.0026639999383973,1.0907132821485026
3.1,1.0026639999386826,1.0907132927696355
3.11,1.0026639999389682,1.0907133033907686
3.12,1.0026639999392535,1.0907133140119014
3.13,1.0026639999395388,1.0907133246330343
3.14,1.0026639999398244,1.0907133352541671
3.15,1.0026639999401097,1.0907133458753002
3.16,1.0026639999403952,1.090713356496433
3.17,1.0026639999406806,1.090713367117566
3.18,1.002663999940966,1.090713377738699
3.19,1.0026639999412514,1.090713388359832
3.2,1.0026639999415368,1.0907133989809648
3.21,1.0026639999418223,1.0907134096020976
3.22,1.0026639999421076,1.0907134202232307
3.23,1.0026639999423932,1.0907134308443636
3.24,1.0026639999426785,1.0907134414654964
3.25,1.002663999942964,1.0907134520866295
3.2600000000000002,1.0026639999432494,1.0907134627077624
3.27,1.0026639999435347,1.0907134733288952
3.2800000000000002,1.0026639999438203,1.090713483950028
3.29,1.0026639999441056,1.0907134945711612
3.3000000000000003,1.0026639999443911,1.090713505192294
3.31,1.0026639999446765,1.090713515813427
3.3200000000000003,1.002663999944962,1.09071352643456
3.33,1.0026639999452474,1.0907135370556928
3.34,1.002663999945533,1.0907135476768257
3.35,1.0026639999458182,1.0907135582979588
3.36,1.0026639999461036,1.0907135689190917
3.37,1.002663999946389,1.0907135795402245
3.38,1.0026639999466744,1.0907135901613574
3.39,1.00266399994696,1.0907136007824905
3.4,1.0026639999472453,1.0907136114036233
3.41,1.0026639999475309,1.0907136220247562
3.42,1.0026639999478162,1.0907136326458893
3.43,1.0026639999481015,1.0907136432670221
3.44,1.002663999948387,1.090713653888155
3.45,1.0026639999486724,1.0907136645092879
3.46,1.002663999948958,1.090713675130421
3.47,1.0026639999492433,1.0907136857515538
3.48,1.0026639999495288,1.0907136963726867
3.49,1.0026639999498141,1.0907137069938198
3.5,1.0026639999500995,1.0907137176149526
3.5100000000000002,1.002663999950385,1.0907137282360855
3.52,1.0026639999506703,1.0907137388572186
3.5300000000000002,1.002663999950956,1.0907137494783514
3.54,1.0026639999512412,1.0907137600994843
3.5500000000000003,1.0026639999515268,1.0907137707206171
3.56,1.002663999951812,1.0907137813417502
3.5700000000000003,1.0026639999520974,1.090713791962883
3.58,1.002663999952383,1.090713802584016
3.59,1.0026639999526683,1.090713813205149
3.6,1.0026639999529539,1.090713823826282
3.61,1.0026639999532392,1.0907138344474148
3.62,1.0026639999535247,1.0907138450685476
3.63,1.00266399995381,1.0907138556896807
3.64,1.0026639999540956,1.0907138663108136
3.65,1.002663999954381,1.0907138769319464
3.66,1.0026639999546663,1.0907138875530795
3.67,1.0026639999549518,1.0907138981742124
3.68,1.0026639999552371,1.0907139087953452
3.69,1.0026639999555227,1.090713919416478
3.7,1.002663999955808,1.0907139300376112
3.71,1.0026639999560936,1.090713940658744
3.72,1.002663999956379,1.090713951279877
3.73,1.0026639999566642,1.09071396190101
3.74,1.0026639999569498,1.0907139725221429
3.75,1.002663999957235,1.0907139831432757
3.7600000000000002,1.0026639999575206,1.0907139937644088
3.77,1.002663999957806,1.0907140043855417
3.7800000000000002,1.0026639999580915,1.0907140150066745
3.79,1.0026639999583769,1.0907140256278074
3.8000000000000003,1.0026639999586622,1.0907140362489405
3.81,1.0026639999589477,1.0907140468700733
3.8200000000000003,1.002663999959233,1.0907140574912062
3.83,1.0026639999595186,1.0907140681123393
3.84,1.002663999959804,1.0907140787334721
3.85,1.0026639999600895,1.090714089354605
3.86,1.0026639999603748,1.0907140999757379
3.87,1.0026639999606604,1.090714110596871
3.88,1.0026639999609457,1.0907141212180038
3.89,1.002663999961231,1.0907141318391367
3.9,1.0026639999615166,1.0907141424602698
3.91,1.0026639999618019,1.0907141530814026
3.92,1.0026639999620874,1.0907141637025355
3.93,1.0026639999623728,1.0907141743236686
3.94,1.0026639999626583,1.0907141849448014
3.95,1.0026639999629436,1.0907141955659343
3.96,1.002663999963229,1.0907142061870672
3.97,1.0026639999635145,1.0907142168082002
3.98,1.0026639999637998,1.090714227429333
3.99,1.0026639999640854,1.090714238050466
4.0,1.0026639999643707,1.090714248671599
4.01,1.0026639999646563,1.090714259292732
4.0200000000000005,1.0026639999649416,1.0907142699138648
4.03,1.002663999965227,1.0907142805349976
4.04,1.0026639999655125,1.0907142911561307
4.05,1.0026639999657978,1.0907143017772636
4.0600000000000005,1.0026639999660834,1.0907143123983964
4.07,1.0026639999663687,1.0907143230195295
4.08,1.0026639999666542,1.0907143336406624
4.09,1.0026639999669396,1.0907143442617953
4.1,1.0026639999672249,1.0907143548829281
4.11,1.0026639999675104,1.0907143655040612
4.12,1.0026639999677958,1.090714376125194
4.13,1.0026639999680813,1.090714386746327
4.14,1.0026639999683666,1.09071439736746
4.15,1.0026639999686522,1.0907144079885929
4.16,1.0026639999689375,1.0907144186097257
4.17,1.002663999969223,1.0907144292308588
4.18,1.0026639999695084,1.0907144398519917
4.19,1.0026639999697937,1.0907144504731245
4.2,1.0026639999700793,1.0907144610942574
4.21,1.0026639999703646,1.0907144717153905
4.22,1.0026639999706501,1.0907144823365233
4.23,1.0026639999709355,1.0907144929576562
4.24,1.002663999971221,1.0907145035787893
4.25,1.0026639999715063,1.0907145141999222
4.26,1.0026639999717917,1.090714524821055
4.2700000000000005,1.0026639999720772,1.0907145354421879
4.28,1.0026639999723626,1.090714546063321
4.29,1.002663999972648,1.0907145566844538
4.3,1.0026639999729334,1.0907145673055867
4.3100000000000005,1.002663999973219,1.0907145779267198
4.32,1.0026639999735043,1.0907145885478526
4.33,1.0026639999737896,1.0907145991689855
4.34,1.0026639999740752,1.0907146097901184
4.3500000000000005,1.0026639999743605,1.0907146204112514
4.36,1.002663999974646,1.0907146310323843
4.37,1.0026639999749314,1.0907146416535172
4.38,1.002663999975217,1.0907146522746503
4.39,1.0026639999755023,1.0907146628957831
4.4,1.0026639999757878,1.090714673516916
4.41,1.0026639999760731,1.090714684138049
4.42,1.0026639999763585,1.090714694759182
4.43,1.002663999976644,1.0907147053803148
4.44,1.0026639999769293,1.0907147160014476
4.45,1.002663999977215,1.0907147266225807
4.46,1.0026639999775002,1.0907147372437136
4.47,1.0026639999777858,1.0907147478648465
4.48,1.002663999978071,1.0907147584859795
4.49,1.0026639999783564,1.0907147691071124
4.5,1.002663999978642,1.0907147797282453
4.51,1.0026639999789273,1.0907147903493781
4.5200000000000005,1.0026639999792128,1.0907148009705112
4.53,1.0026639999794982,1.090714811591644
4.54,1.0026639999797837,1.090714822212777
4.55,1.002663999980069,1.09071483283391
4.5600000000000005,1.0026639999803544,1.0907148434550429
4.57,1.00266399998064,1.0907148540761757
4.58,1.0026639999809253,1.0907148646973088
4.59,1.0026639999812108,1.0907148753184417
4.6000000000000005,1.0026639999814961,1.0907148859395746
4.61,1.0026639999817817,1.0907148965607074
4.62,1.002663999982067,1.0907149071818405
4.63,1.0026639999823526,1.0907149178029734
4.64,1.0026639999826379,1.0907149284241062
4.65,1.0026639999829232,1.0907149390452393
4.66,1.0026639999832088,1.0907149496663722
4.67,1.002663999983494,1.090714960287505
4.68,1.0026639999837796,1.090714970908638
4.69,1.002663999984065,1.090714981529771
4.7,1.0026639999843505,1.0907149921509038
4.71,1.0026639999846358,1.0907150027720367
4.72,1.0026639999849212,1.0907150133931698
4.73,1.0026639999852067,1.0907150240143026
4.74,1.002663999985492,1.0907150346354355
4.75,1.0026639999857776,1.0907150452565684
4.76,1.002663999986063,1.0907150558777015
4.7700000000000005,1.0026639999863485,1.0907150664988343
4.78,1.0026639999866338,1.0907150771199672
4.79,1.0026639999869191,1.0907150877411003
4.8,1.0026639999872047,1.0907150983622331
4.8100000000000005,1.00266399998749,1.090715108983366
4.82,1.0026639999877756,1.090715119604499
4.83,1.0026639999880609,1.090715130225632
4.84,1.0026639999883464,1.0907151408467648
4.8500000000000005,1.0026639999886318,1.0907151514678977
4.86,1.002663999988917,1.0907151620890307
4.87,1.0026639999892026,1.0907151727101636
4.88,1.002663999989488,1.0907151833312965
4.89,1.0026639999897735,1.0907151939524296
4.9,1.0026639999900588,1.0907152045735624
4.91,1.0026639999903444,1.0907152151946953
4.92,1.0026639999906297,1.0907152258158281
4.93,1.0026639999909153,1.0907152364369612
4.94,1.0026639999912006,1.090715247058094
4.95,1.002663999991486,1.090715257679227
4.96,1.0026639999917715,1.09071526830036
4.97,1.0026639999920568,1.090715278921493
4.98,1.0026639999923423,1.0907152895426258
4.99,1.0026639999926277,1.0907153001637588
