t,AMM1T,AMM2
5.0,1.0026639999929132,1.0907153107848917
5.01,1.0026639999931986,1.0907153214060246
5.0200000000000005,1.0026639999934839,1.0907153320271574
5.03,1.0026639999937694,1.0907153426482905
5.04,1.0026639999940548,1.0907153532694234
5.05,1.0026639999943403,1.0907153638905562
5.0600000000000005,1.0026639999946256,1.0907153745116893
5.07,1.0026639999949112,1.0907153851328222
5.08,1.0026639999951965,1.090715395753955
5.09,1.0026639999954818,1.090715406375088
5.1000000000000005,1.0026639999957674,1.090715416996221
5.11,1.0026639999960527,1.0907154276173538
5.12,1.0026639999963383,1.0907154382384867
5.13,1.0026639999966236,1.0907154488596198
5.14,1.0026639999969091,1.0907154594807527
5.15,1.0026639999971474,1.090715470101742
5.16,1.002663999997156,1.0907154807220332
5.17,1.0026639999971647,1.0907154913423243
5.18,1.0026639999971736,1.0907155019626154
5.19,1.0026639999971823,1.0907155125829064
5.2,1.002663999997191,1.0907155232031975
5.21,1.0026639999971998,1.0907155338234886
5.22,1.0026639999972085,1.0907155444437797
5.23,1.0026639999972171,1.0907155550640708
5.24,1.002663999997226,1.090715565684362
5.25,1.0026639999972347,1.090715576304653
5.26,1.0026639999972433,1.090715586924944
5.2700000000000005,1.002663999997252,1.0907155975452352
5.28,1.0026639999972609,1.0907156081655263
5.29,1.0026639999972695,1.0907156187858174
5.3,1.0026639999972782,1.0907156294061084
5.3100000000000005,1.002663999997287,1.0907156400263995
5.32,1.0026639999972957,1.0907156506466906
5.33,1.0026639999973044,1.0907156612669817
5.34,1.0026639999973133,1.0907156718872728
5.3500000000000005,1.002663999997322,1.090715682507564
5.36,1.0026639999973306,1.090715693127855
5.37,1.0026639999973392,1.090715703748146
5.38,1.0026639999973481,1.0907157143684372
5.39,1.0026639999973568,1.0907157249887283
5.4,1.0026639999973654,1.0907157356090194
5.41,1.0026639999973743,1.0907157462293104
5.42,1.002663999997383,1.0907157568496015
5.43,1.0026639999973916,1.0907157674698926
5.44,1.0026639999974005,1.090715778090184
5.45,1.0026639999974092,1.090715788710475
5.46,1.0026639999974178,1.0907157993307661
5.47,1.0026639999974265,1.0907158099510572
5.48,1.0026639999974354,1.0907158205713483
5.49,1.002663999997444,1.0907158311916394
5.5,1.0026639999974527,1.0907158418119305
5.51,1.0026639999974616,1.0907158524322216
5.5200000000000005,1.0026639999974702,1.0907158630525127
5.53,1.002663999997479,1.0907158736728038
5.54,1.0026639999974878,1.0907158842930949
5.55,1.0026639999974964,1.090715894913386
5.5600000000000005,1.002663999997505,1.090715905533677
5.57,1.0026639999975138,1.0907159161539681
5.58,1.0026639999975226,1.0907159267742592
5.59,1.0026639999975313,1.0907159373945503
5.6000000000000005,1.00266399999754,1.0907159480148414
5.61,1.0026639999975488,1.0907159586351325
5.62,1.0026639999975575,1.0907159692554236
5.63,1.0026639999975662,1.0907159798757147
5.64,1.002663999997575,1.0907159904960058
5.65,1.0026639999975837,1.0907160011162969
5.66,1.0026639999975924,1.090716011736588
5.67,1.002663999997601,1.090716022356879
5.68,1.00266399999761,1.0907160329771701
5.69,1.0026639999976186,1.0907160435974612
5.7,1.0026639999976272,1.0907160542177523
5.71,1.0026639999976361,1.0907160648380434
5.72,1.0026639999976448,1.0907160754583345
5.73,1.0026639999976534,1.0907160860786256
5.74,1.0026639999976623,1.0907160966989167
5.75,1.002663999997671,1.0907161073192078
5.76,1.0026639999976796,1.0907161179394989
5.7700000000000005,1.0026639999976883,1.09071612855979
5.78,1.0026639999976972,1.090716139180081
5.79,1.0026639999977058,1.0907161498003721
5.8,1.0026639999977145,1.0907161604206632
5.8100000000000005,1.0026639999977234,1.0907161710409545
5.82,1.002663999997732,1.0907161816612456
5.83,1.0026639999977407,1.0907161922815367
5.84,1.0026639999977496,1.0907162029018278
5.8500000000000005,1.0026639999977582,1.090716213522119
5.86,1.002663999997767,1.09071622414241
5.87,1.0026639999977756,1.090716234762701
5.88,1.0026639999977844,1.0907162453829922
5.89,1.002663999997793,1.0907162560032833
5.9,1.0026639999978018,1.0907162666235743
5.91,1.0026639999978106,1.0907162772438654
5.92,1.0026639999978193,1.0907162878641565
5.93,1.002663999997828,1.0907162984844476
5.94,1.0026639999978368,1.0907163091047387
5.95,1.0026639999978455,1.0907163197250298
5.96,1.0026639999978542,1.090716330345321
5.97,1.002663999997863,1.090716340965612
5.98,1.0026639999978717,1.090716351585903
5.99,1.0026639999978804,1.0907163622061942
6.0,1.002663999997889,1.0907163728264853
6.01,1.002663999997898,1.0907163834467763
6.0200000000000005,1.0026639999979066,1.0907163940670674
6.03,1.0026639999979152,1.0907164046873585
6.04,1.002663999997924,1.0907164153076496
6.05,1.0026639999979328,1.0907164259279407
6.0600000000000005,1.0026639999979414,1.0907164365482318
6.07,1.0026639999979503,1.090716447168523
6.08,1.002663999997959,1.090716457788814
6.09,1.0026639999979676,1.090716468409105
6.1000000000000005,1.0026639999979763,1.0907164790293962
6.11,1.0026639999979852,1.0907164896496873
6.12,1.0026639999979938,1.0907165002699784
6.13,1.0026639999980025,1.0907165108902694
6.140000000000001,1.0026639999980114,1.0907165215105605
6.15,1.00266399999802,1.0907165321308516
6.16,1.0026639999980287,1.0907165427511427
6.17,1.0026639999980376,1.0907165533714338
6.18,1.0026639999980462,1.0907165639917251
6.19,1.0026639999980549,1.0907165746120162
6.2,1.0026639999980635,1.0907165852323073
6.21,1.0026639999980724,1.0907165958525984
6.22,1.002663999998081,1.0907166064728895
6.23,1.0026639999980897,1.0907166170931806
6.24,1.0026639999980986,1.0907166277134717
6.25,1.0026639999981073,1.0907166383337628
6.26,1.002663999998116,1.0907166489540538
6.2700000000000005,1.0026639999981248,1.090716659574345
6.28,1.0026639999981335,1.090716670194636
6.29,1.0026639999981422,1.0907166808149271
6.3,1.0026639999981508,1.0907166914352182
6.3100000000000005,1.0026639999981597,1.0907167020555093
6.32,1.0026639999981684,1.0907167126758004
6.33,1.002663999998177,1.0907167232960915
6.34,1.002663999998186,1.0907167339163826
6.3500000000000005,1.0026639999981946,1.0907167445366737
6.36,1.0026639999982032,1.0907167551569648
6.37,1.002663999998212,1.0907167657772558
6.38,1.0026639999982208,1.090716776397547
6.390000000000001,1.0026639999982294,1.090716787017838
6.4,1.002663999998238,1.0907167976381291
6.41,1.002663999998247,1.0907168082584202
6.42,1.0026639999982556,1.0907168188787113
6.43,1.0026639999982643,1.0907168294990024
6.44,1.0026639999982732,1.0907168401192935
6.45,1.0026639999982818,1.0907168507395846
6.46,1.0026639999982905,1.0907168613598757
6.47,1.0026639999982994,1.0907168719801668
6.48,1.002663999998308,1.0907168826004578
6.49,1.0026639999983167,1.090716893220749
6.5,1.0026639999983253,1.09071690384104
6.51,1.0026639999983342,1.0907169144613311
6.5200000000000005,1.0026639999983429,1.0907169250816222
6.53,1.0026639999983515,1.0907169357019133
6.54,1.0026639999983604,1.0907169463222044
6.55,1.002663999998369,1.0907169569424957
6.5600000000000005,1.0026639999983777,1.0907169675627868
6.57,1.0026639999983866,1.090716978183078
6.58,1.0026639999983953,1.090716988803369
6.59,1.002663999998404,1.09071699942366
6.6000000000000005,1.0026639999984126,1.0907170100439512
6.61,1.0026639999984215,1.0907170206642423
6.62,1.0026639999984301,1.0907170312845333
6.63,1.0026639999984388,1.0907170419048244
6.640000000000001,1.0026639999984477,1.0907170525251155
6.65,1.0026639999984563,1.0907170631454066
6.66,1.002663999998465,1.0907170737656977
6.67,1.0026639999984739,1.0907170843859888
6.68,1.0026639999984825,1.09071709500628
6.69,1.0026639999984912,1.090717105626571
6.7,1.0026639999984999,1.090717116246862
6.71,1.0026639999985087,1.0907171268671532
6.72,1.0026639999985174,1.0907171374874443
6.73,1.002663999998526,1.0907171481077353
6.74,1.002663999998535,1.0907171587280264
6.75,1.0026639999985436,1.0907171693483175
6.76,1.0026639999985523,1.0907171799686086
6.7700000000000005,1.0026639999985612,1.0907171905888997
6.78,1.0026639999985698,1.0907172012091908
6.79,1.0026639999985785,1.090717211829482
6.8,1.0026639999985871,1.090717222449773
6.8100000000000005,1.002663999998596,1.090717233070064
6.82,1.0026639999986047,1.0907172436903552
6.83,1.0026639999986133,1.0907172543106463
6.84,1.0026639999986222,1.0907172649309373
6.8500000000000005,1.0026639999986309,1.0907172755512284
6.86,1.0026639999986395,1.0907172861715195
6.87,1.0026639999986484,1.0907172967918106
6.88,1.002663999998657,1.0907173074121017
6.890000000000001,1.0026639999986657,1.0907173180323928
6.9,1.0026639999986744,1.090717328652684
6.91,1.0026639999986833,1.090717339272975
6.92,1.002663999998692,1.0907173498932663
6.93,1.0026639999987006,1.0907173605135574
6.94,1.0026639999987095,1.0907173711338485
6.95,1.0026639999987181,1.0907173817541396
6.96,1.0026639999987268,1.0907173923744307
6.97,1.0026639999987357,1.0907174029947218
6.98,1.0026639999987443,1.0907174136150128
6.99,1.002663999998753,1.090717424235304
7.0,1.0026639999987617,1.090717434855595
7.01,1.0026639999987705,1.0907174454758861
7.0200000000000005,1.0026639999987792,1.0907174560961772
7.03,1.0026639999987879,1.0907174667164683
7.04,1.0026639999987967,1.0907174773367594
7.05,1.0026639999988054,1.0907174879570505
7.0600000000000005,1.002663999998814,1.0907174985773416
7.07,1.002663999998823,1.0907175091976327
7.08,1.0026639999988316,1.0907175198179238
7.09,1.0026639999988403,1.0907175304382148
7.1000000000000005,1.002663999998849,1.090717541058506
7.11,1.0026639999988578,1.090717551678797
7.12,1.0026639999988665,1.0907175622990881
7.13,1.0026639999988751,1.0907175729193792
7.140000000000001,1.002663999998884,1.0907175835396703
7.15,1.0026639999988927,1.0907175941599614
7.16,1.0026639999989013,1.0907176047802525
7.17,1.0026639999989102,1.0907176154005436
7.18,1.0026639999989189,1.0907176260208347
7.19,1.0026639999989275,1.0907176366411258
7.2,1.0026639999989362,1.0907176472614168
7.21,1.002663999998945,1.090717657881708
7.22,1.0026639999989537,1.090717668501999
7.23,1.0026639999989624,1.0907176791222901
7.24,1.0026639999989713,1.0907176897425812
7.25,1.00266399999898,1.0907177003628723
7.26,1.0026639999989886,1.0907177109831634
7.2700000000000005,1.0026639999989975,1.0907177216034545
7.28,1.0026639999990061,1.0907177322237458
7.29,1.0026639999990148,1.0907177428440369
7.3,1.0026639999990234,1.090717753464328
7.3100000000000005,1.0026639999990323,1.090717764084619
7.32,1.002663999999041,1.0907177747049102
7.33,1.0026639999990496,1.0907177853252013
7.34,1.0026639999990585,1.0907177959454923
7.3500000000000005,1.0026639999990672,1.0907178065657834
7.36,1.0026639999990759,1.0907178171860745
7.37,1.0026639999990847,1.0907178278063656
7.38,1.0026639999990934,1.0907178384266567
7.390000000000001,1.002663999999102,1.0907178490469478
7.4,1.0026639999991107,1.0907178596672389
7.41,1.0026639999991196,1.09071787028753
7.42,1.0026639999991283,1.090717880907821
7.43,1.002663999999137,1.0907178915281122
7.44,1.0026639999991458,1.0907179021484033
7.45,1.0026639999991545,1.0907179127686943
7.46,1.0026639999991631,1.0907179233889854
7.47,1.002663999999172,1.0907179340092765
7.48,1.0026639999991807,1.0907179446295676
7.49,1.0026639999991893,1.0907179552498587
7.5,1.0026639999991982,1.0907179658701498
7.51,1.0026639999992069,1.0907179764904409
7.5200000000000005,1.0026639999992155,1.090717987110732
7.53,1.0026639999992242,1.090717997731023
7.54,1.002663999999233,1.0907180083513142
7.55,1.0026639999992417,1.0907180189716053
7.5600000000000005,1.0026639999992504,1.0907180295918963
7.57,1.0026639999992593,1.0907180402121874
7.58,1.002663999999268,1.0907180508324785
7.59,1.0026639999992766,1.0907180614527696
7.6000000000000005,1.0026639999992855,1.0907180720730607
7.61,1.0026639999992941,1.0907180826933518
7.62,1.0026639999993028,1.090718093313643
7.63,1.0026639999993114,1.090718103933934
7.640000000000001,1.0026639999993203,1.090718114554225
7.65,1.002663999999329,1.0907181251745164
7.66,1.0026639999993376,1.0907181357948075
7.67,1.0026639999993465,1.0907181464150986
7.68,1.0026639999993552,1.0907181570353897
7.69,1.0026639999993638,1.0907181676556807
7.7,1.0026639999993727,1.0907181782759718
7.71,1.0026639999993814,1.090718188896263
7.72,1.00266399999939,1.090718199516554
7.73,1.0026639999993987,1.0907182101368451
7.74,1.0026639999994076,1.0907182207571362
7.75,1.0026639999994162,1.0907182313774273
7.76,1.002663999999425,1.0907182419977184
7.7700000000000005,1.0026639999994338,1.0907182526180095
7.78,1.0026639999994424,1.0907182632383006
7.79,1.002663999999451,1.0907182738585917
7.8,1.00266399999946,1.0907182844788827
7.8100000000000005,1.0026639999994686,1.0907182950991738
7.82,1.0026639999994773,1.090718305719465
7.83,1.002663999999486,1.090718316339756
7.84,1.0026639999994948,1.0907183269600471
7.8500000000000005,1.0026639999995035,1.0907183375803382
7.86,1.0026639999995122,1.0907183482006293
7.87,1.002663999999521,1.0907183588209204
7.88,1.0026639999995297,1.0907183694412115
7.890000000000001,1.0026639999995384,1.0907183800615026
7.9,1.0026639999995473,1.0907183906817937
7.91,1.002663999999556,1.0907184013020848
7.92,1.0026639999995646,1.0907184119223758
7.930000000000001,1.0026639999995732,1.090718422542667
7.94,1.0026639999995821,1.090718433162958
7.95,1.0026639999995908,1.0907184437832491
7.96,1.0026639999995994,1.0907184544035402
7.97,1.0026639999996083,1.0907184650238313
7.98,1.002663999999617,1.0907184756441224
7.99,1.0026639999996256,1.0907184862644135
8.0,1.0026639999996345,1.0907184968847046
8.01,1.0026639999996432,1.0907185075049957
8.02,1.0026639999996518,1.090718518125287
8.03,1.0026639999996605,1.090718528745578
8.040000000000001,1.0026639999996694,1.0907185393658692
8.05,1.002663999999678,1.0907185499861602
8.06,1.0026639999996867,1.0907185606064513
8.07,1.0026639999996956,1.0907185712267424
8.08,1.0026639999997042,1.0907185818470335
8.09,1.002663999999713,1.0907185924673246
8.1,1.0026639999997218,1.0907186030876157
8.11,1.0026639999997304,1.0907186137079068
8.120000000000001,1.002663999999739,1.0907186243281979
8.13,1.0026639999997478,1.090718634948489
8.14,1.0026639999997566,1.09071864556878
8.15,1.0026639999997653,1.0907186561890712
8.16,1.002663999999774,1.0907186668093622
8.17,1.0026639999997828,1.0907186774296533
8.18,1.0026639999997915,1.0907186880499444
8.19,1.0026639999998002,1.0907186986702355
8.2,1.002663999999809,1.0907187092905266
8.21,1.0026639999998177,1.0907187199108177
8.22,1.0026639999998264,1.0907187305311088
8.23,1.002663999999835,1.0907187411513999
8.24,1.002663999999844,1.090718751771691
8.25,1.0026639999998526,1.090718762391982
8.26,1.0026639999998612,1.0907187730122732
8.27,1.00266399999987,1.0907187836325642
8.28,1.0026639999998788,1.0907187942528553
8.290000000000001,1.0026639999998874,1.0907188048731464
8.3,1.0026639999998963,1.0907188154934375
8.31,1.002663999999905,1.0907188261137286
8.32,1.0026639999999127,1.090718836733131
8.33,1.0026639999999127,1.0907188473450105
8.34,1.0026639999999127,1.09071885795689
8.35,1.0026639999999127,1.0907188685687694
8.36,1.002663999999913,1.0907188791806488
8.370000000000001,1.002663999999913,1.0907188897925284
8.38,1.002663999999913,1.0907189004044078
8.39,1.002663999999913,1.0907189110162874
8.4,1.002663999999913,1.0907189216281667
8.41,1.002663999999913,1.0907189322400461
8.42,1.002663999999913,1.0907189428519257
8.43,1.002663999999913,1.090718953463805
8.44,1.0026639999999132,1.0907189640756847
8.45,1.0026639999999132,1.090718974687564
8.46,1.0026639999999132,1.0907189852994434
8.47,1.0026639999999132,1.090718995911323
8.48,1.0026639999999132,1.0907190065232024
8.49,1.0026639999999132,1.090719017135082
8.5,1.0026639999999132,1.0907190277469614
8.51,1.0026639999999132,1.0907190383588408
8.52,1.0026639999999134,1.0907190489707204
8.53,1.0026639999999134,1.0907190595825997
8.540000000000001,1.0026639999999134,1.0907190701944793
8.55,1.0026639999999134,1.0907190808063587
8.56,1.0026639999999134,1.090719091418238
8.57,1.0026639999999134,1.0907191020301177
8.58,1.0026639999999134,1.090719112641997
8.59,1.0026639999999134,1.0907191232538767
8.6,1.0026639999999136,1.090719133865756
8.61,1.0026639999999136,1.0907191444776354
8.620000000000001,1.0026639999999136,1.090719155089515
8.63,1.0026639999999136,1.0907191657013944
8.64,1.0026639999999136,1.090719176313274
8.65,1.0026639999999136,1.0907191869251534
8.66,1.0026639999999136,1.0907191975370327
8.67,1.0026639999999136,1.0907192081489123
8.68,1.0026639999999136,1.0907192187607917
8.69,1.0026639999999138,1.0907192293726713
8.700000000000001,1.0026639999999138,1.0907192399845507
8.71,1.0026639999999138,1.09071925059643
8.72,1.0026639999999138,1.0907192612083096
8.73,1.0026639999999138,1.090719271820189
8.74,1.0026639999999138,1.0907192824320686
8.75,1.0026639999999138,1.090719293043948
8.76,1.0026639999999138,1.0907193036558274
8.77,1.002663999999914,1.090719314267707
8.78,1.002663999999914,1.0907193248795863
8.790000000000001,1.002663999999914,1.090719335491466
8.8,1.002663999999914,1.0907193461033453
8.81,1.002663999999914,1.0907193567152247
8.82,1.002663999999914,1.0907193673271043
8.83,1.002663999999914,1.0907193779389837
8.84,1.002663999999914,1.0907193885508633
8.85,1.0026639999999143,1.0907193991627426
8.86,1.0026639999999143,1.090719409774622
8.870000000000001,1.0026639999999143,1.0907194203865016
8.88,1.0026639999999143,1.090719430998381
8.89,1.0026639999999143,1.0907194416102606
8.9,1.0026639999999143,1.09071945222214
8.91,1.0026639999999143,1.0907194628340193
8.92,1.0026639999999143,1.090719473445899
8.93,1.0026639999999145,1.0907194840577783
8.94,1.0026639999999145,1.090719494669658
8.950000000000001,1.0026639999999145,1.0907195052815373
8.96,1.0026639999999145,1.0907195158934166
8.97,1.0026639999999145,1.0907195265052962
8.98,1.0026639999999145,1.0907195371171756
8.99,1.0026639999999145,1.0907195477290552
9.0,1.0026639999999145,1.0907195583409346
9.01,1.0026639999999147,1.090719568952814
9.02,1.0026639999999147,1.0907195795646936
9.03,1.0026639999999147,1.090719590176573
9.040000000000001,1.0026639999999147,1.0907196007884525
9.05,1.0026639999999147,1.090719611400332
9.06,1.0026639999999147,1.0907196220122113
9.07,1.0026639999999147,1.0907196326240909
9.08,1.0026639999999147,1.0907196432359703
9.09,1.002663999999915,1.0907196538478499
9.1,1.002663999999915,1.0907196644597292
9.11,1.002663999999915,1.0907196750716086
9.120000000000001,1.002663999999915,1.0907196856834882
9.13,1.002663999999915,1.0907196962953676
9.14,1.002663999999915,1.0907197069072472
9.15,1.002663999999915,1.0907197175191266
9.16,1.002663999999915,1.090719728131006
9.17,1.0026639999999152,1.0907197387428855
9.18,1.0026639999999152,1.090719749354765
9.19,1.0026639999999152,1.0907197599666445
9.200000000000001,1.0026639999999152,1.0907197705785239
9.21,1.0026639999999152,1.0907197811904032
9.22,1.0026639999999152,1.0907197918022828
9.23,1.0026639999999152,1.0907198024141622
9.24,1.0026639999999152,1.0907198130260418
9.25,1.0026639999999154,1.0907198236379212
9.26,1.0026639999999154,1.0907198342498006
9.27,1.0026639999999154,1.0907198448616802
9.28,1.0026639999999154,1.0907198554735595
9.290000000000001,1.0026639999999154,1.0907198660854391
9.3,1.0026639999999154,1.0907198766973185
9.31,1.0026639999999154,1.0907198873091979
9.32,1.0026639999999154,1.0907198979210775
9.33,1.0026639999999156,1.0907199085329569
9.34,1.0026639999999156,1.0907199191448365
9.35,1.0026639999999156,1.0907199297567158
9.36,1.0026639999999156,1.0907199403685952
9.370000000000001,1.0026639999999156,1.0907199509804748
9.38,1.0026639999999156,1.0907199615923542
9.39,1.0026639999999156,1.0907199722042338
9.4,1.0026639999999156,1.0907199828161132
9.41,1.0026639999999158,1.0907199934279925
9.42,1.0026639999999158,1.0907200040398721
9.43,1.0026639999999158,1.0907200146517515
9.44,1.0026639999999158,1.090720025263631
9.450000000000001,1.0026639999999158,1.0907200358755105
9.46,1.0026639999999158,1.0907200464873898
9.47,1.0026639999999158,1.0907200570992694
9.48,1.0026639999999158,1.0907200677111488
9.49,1.002663999999916,1.0907200783230284
9.5,1.002663999999916,1.0907200889349078
9.51,1.002663999999916,1.0907200995467872
9.52,1.002663999999916,1.0907201101586668
9.53,1.002663999999916,1.0907201207705461
9.540000000000001,1.002663999999916,1.0907201313824257
9.55,1.002663999999916,1.0907201419943051
9.56,1.002663999999916,1.0907201526061845
9.57,1.002663999999916,1.090720163218064
9.58,1.0026639999999163,1.0907201738299435
9.59,1.0026639999999163,1.090720184441823
9.6,1.0026639999999163,1.0907201950537024
9.61,1.0026639999999163,1.0907202056655818
9.620000000000001,1.0026639999999163,1.0907202162774614
9.63,1.0026639999999163,1.0907202268893408
9.64,1.0026639999999163,1.0907202375012204
9.65,1.0026639999999163,1.0907202481130998
9.66,1.0026639999999165,1.0907202587249791
9.67,1.0026639999999165,1.0907202693368587
9.68,1.0026639999999165,1.090720279948738
9.69,1.0026639999999165,1.0907202905606177
9.700000000000001,1.0026639999999165,1.090720301172497
9.71,1.0026639999999165,1.0907203117843765
9.72,1.0026639999999165,1.090720322396256
9.73,1.0026639999999165,1.0907203330081354
9.74,1.0026639999999167,1.090720343620015
9.75,1.0026639999999167,1.0907203542318944
9.76,1.0026639999999167,1.0907203648437738
9.77,1.0026639999999167,1.0907203754556534
9.78,1.0026639999999167,1.0907203860675327
9.790000000000001,1.0026639999999167,1.0907203966794123
9.8,1.0026639999999167,1.0907204072912917
9.81,1.0026639999999167,1.090720417903171
9.82,1.002663999999917,1.0907204285150507
9.83,1.002663999999917,1.09072043912693
9.84,1.002663999999917,1.0907204497388097
9.85,1.002663999999917,1.090720460350689
9.86,1.002663999999917,1.0907204709625684
9.870000000000001,1.002663999999917,1.090720481574448
9.88,1.002663999999917,1.0907204921863274
9.89,1.002663999999917,1.090720502798207
9.9,1.0026639999999172,1.0907205134100864
9.91,1.0026639999999172,1.0907205240219657
9.92,1.0026639999999172,1.0907205346338453
9.93,1.0026639999999172,1.0907205452457247
9.94,1.0026639999999172,1.0907205558576043
9.950000000000001,1.0026639999999172,1.0907205664694837
9.96,1.0026639999999172,1.090720577081363
9.97,1.0026639999999172,1.0907205876932426
9.98,1.0026639999999174,1.090720598305122
9.99,1.0026639999999174,1.0907206089170016
