t,VV7,VV6
0.0,0.00366525,0.0101913
0.01,0.003664368381424165,0.010191293032703485
0.02,0.0036634885243910786,0.010191286065413934
0.03,0.003662610425513279,0.010191279098131351
0.04,0.003661734080895672,0.010191272130855739
0.05,0.0036608594885419584,0.010191265163587091
0.06,0.0036599866445788825,0.01019125819632541
0.07,0.0036591155453362615,0.010191251229070698
0.08,0.003658246187143915,0.010191244261822953
0.09,0.0036573785663316606,0.010191237294582175
0.1,0.003656512679229317,0.010191230327348364
0.11,0.003655648522166703,0.01019122336012152
0.12,0.003654786091473637,0.010191216392901643
0.13,0.0036539253834799367,0.010191209425688734
0.14,0.003653066394515421,0.010191202458482792
0.15,0.003652209120909909,0.010191195491283818
0.16,0.003651353559006353,0.010191188524091808
0.17,0.003650499706132999,0.010191181556906768
0.18,0.0036496475594208115,0.010191174589728695
0.19,0.0036487971154501864,0.01019116762255759
0.2,0.00364794837080152,0.01019116065539345
0.21,0.003647101322055208,0.010191153688236278
0.22,0.0036462559657916465,0.010191146721086074
0.23,0.003645412298591232,0.010191139753942835
0.24,0.00364457031703436,0.010191132786806566
0.25,0.0036437300177014267,0.010191125819677262
0.26,0.003642891397172828,0.010191118852554927
0.27,0.0036420544520289607,0.010191111885439558
0.28,0.00364121917885022,0.010191104918331155
0.29,0.0036403855744419206,0.010191097951229721
0.3,0.0036395536357361202,0.010191090984135254
0.31,0.0036387233593969358,0.010191084017047753
0.32,0.003637894742087022,0.01019107704996722
0.33,0.0036370677804690352,0.010191070082893654
0.34,0.0036362424712056297,0.010191063115827055
0.35000000000000003,0.0036354188109594615,0.010191056148767422
0.36,0.0036345967963931853,0.010191049181714757
0.37,0.0036337764241694565,0.010191042214669058
0.38,0.003632957690950931,0.010191035247630327
0.39,0.0036321405934002632,0.010191028280598563
0.4,0.003631325128180109,0.010191021313573766
0.41000000000000003,0.0036305112968690084,0.010191014346555935
0.42,0.003629699085497175,0.010191007379545073
0.43,0.0036288884974357066,0.010191000412541175
0.44,0.00362807952936186,0.010190993445544246
0.45,0.0036272721779594804,0.010190986478554286
0.46,0.003626466439918999,0.01019097951157129
0.47000000000000003,0.003625662311937435,0.010190972544595263
0.48,0.0036248597907183964,0.0101909655776262
0.49,0.0036240588729720773,0.010190958610664106
0.5,0.0036232595554152604,0.010190951643708979
0.51,0.0036224618347713154,0.01019094467676082
0.52,0.0036216657077702,0.010190937709819626
0.53,0.0036208711712916917,0.0101909307428854
0.54,0.003620078222919602,0.01019092377595814
0.55,0.0036192868595694553,0.010190916809037848
0.56,0.0036184970780322803,0.010190909842124523
0.5700000000000001,0.0036177088751060435,0.010190902875218164
0.58,0.003616922247595652,0.010190895908318771
0.59,0.0036161371923129513,0.010190888941426347
0.6,0.0036153537060767244,0.01019088197454089
0.61,0.0036145717857126954,0.010190875007662397
0.62,0.0036137914280535257,0.010190868040790873
0.63,0.003613012629938816,0.010190861073926315
0.64,0.0036122353882151056,0.010190854107068726
0.65,0.0036114596997358734,0.010190847140218102
0.66,0.003610685561361537,0.010190840173374445
0.67,0.0036099129699594516,0.010190833206537755
0.68,0.0036091419224039125,0.010190826239708033
0.6900000000000001,0.0036083724155761545,0.010190819272885275
0.7000000000000001,0.0036076044463643495,0.010190812306069486
0.71,0.0036068380116636095,0.010190805339260664
0.72,0.0036060731083759853,0.010190798372458808
0.73,0.0036053097334104657,0.010190791405663919
0.74,0.0036045478836829797,0.010190784438875996
0.75,0.0036037875561163936,0.010190777472095042
0.76,0.003603028747640514,0.010190770505321052
0.77,0.003602271455192086,0.01019076353855403
0.78,0.003601515675714793,0.010190756571793975
0.79,0.0036007614061592578,0.010190749605040886
0.8,0.0036000086434830416,0.010190742638294765
0.81,0.003599257384650645,0.01019073567155561
0.8200000000000001,0.003598507626633507,0.010190728704823421
0.8300000000000001,0.0035977593664100064,0.0101907217380982
0.84,0.0035970126009654594,0.010190714771379946
0.85,0.0035962673272921224,0.010190707804668658
0.86,0.0035955235423891898,0.010190700837964337
0.87,0.0035947812432627958,0.010190693871266983
0.88,0.0035940404269260116,0.010190686904576593
0.89,0.00359330109039885,0.010190679937893172
0.9,0.0035925632307082602,0.010190672971216718
0.91,0.003591826844888132,0.01019066600454723
0.92,0.0035910919299792926,0.010190659037884709
0.93,0.0035903584830295097,0.010190652071229154
0.9400000000000001,0.003589626501093488,0.010190645104580566
0.9500000000000001,0.003588895981232873,0.010190638137938945
0.96,0.0035881669205162477,0.01019063117130429
0.97,0.003587439316019134,0.010190624204676603
0.98,0.003586713164823994,0.010190617238055881
0.99,0.003585988464020227,0.010190610271442127
1.0,0.0035852652107041727,0.010190603304835339
1.01,0.003584543401979108,0.010190596338235517
1.02,0.00358382303495525,0.010190589371642663
1.03,0.0035831041067497537,0.010190582405056773
1.04,0.0035823866144867145,0.010190575438477852
1.05,0.003581670555297165,0.010190568471905897
1.06,0.0035809559263190777,0.010190561505340909
1.07,0.0035802427246973633,0.010190554538782886
1.08,0.0035795309475838717,0.01019054757223183
1.09,0.0035788205921373916,0.010190540605687741
1.1,0.003578111655523651,0.01019053363915062
1.11,0.003577404134915316,0.010190526672620463
1.12,0.0035766980274919923,0.010190519706097275
1.1300000000000001,0.003575993330440224,0.010190512739581051
1.1400000000000001,0.003575290040953494,0.010190505773071795
1.1500000000000001,0.0035745881562322247,0.010190498806569505
1.16,0.003573887673483777,0.010190491840074182
1.17,0.00357318858992245,0.010190484873585825
1.18,0.0035724909027694826,0.010190477907104435
1.19,0.003571794609253052,0.010190470940630011
1.2,0.0035710997066082753,0.010190463974162553
1.21,0.0035704061920772074,0.010190457007702063
1.22,0.0035697140629088416,0.010190450041248538
1.23,0.003569023316359112,0.01019044307480198
1.24,0.0035683339496908897,0.010190436108362387
1.25,0.0035676459601739854,0.010190429141929764
1.26,0.003566959345085149,0.010190422175504104
1.27,0.0035662741017080685,0.010190415209085412
1.28,0.0035655902273333717,0.010190408242673686
1.29,0.0035649077192586244,0.010190401276268926
1.3,0.0035642265747883317,0.010190394309871134
1.31,0.0035635467912339376,0.010190387343480307
1.32,0.003562868365913825,0.010190380377096447
1.33,0.0035621912961533156,0.010190373410719553
1.34,0.003561515579284669,0.010190366444349626
1.35,0.003560841212647086,0.010190359477986664
1.36,0.003560168193586704,0.01019035251163067
1.37,0.0035594965194566002,0.010190345545281641
1.3800000000000001,0.0035588261876167908,0.010190338578939579
1.3900000000000001,0.00355815719543423,0.010190331612604483
1.4000000000000001,0.003557489540282813,0.010190324646276354
1.41,0.003556823219543371,0.01019031767995519
1.42,0.0035561582306036766,0.010190310713640993
1.43,0.0035554945708584393,0.010190303747333764
1.44,0.003554832237709309,0.0101902967810335
1.45,0.003554171228564873,0.0101902898147402
1.46,0.0035535115408406584,0.01019028284845387
1.47,0.0035528531719591317,0.010190275882174504
1.48,0.0035521961193496973,0.010190268915902105
1.49,0.0035515403804486988,0.010190261949636672
1.5,0.0035508859521504173,0.010190254983378206
1.51,0.003550232830132488,0.010190248017126705
1.52,0.0035495810116501327,0.010190241050882173
1.53,0.003548930494091492,0.010190234084644605
1.54,0.003548281274850877,0.010190227118414002
1.55,0.0035476333513287705,0.010190220152190368
1.56,0.0035469867209318275,0.010190213185973698
1.57,0.003546341381072875,0.010190206219763995
1.58,0.00354569732917091,0.01019019925356126
1.59,0.0035450545626511034,0.010190192287365488
1.6,0.003544413078944796,0.010190185321176683
1.61,0.003543772875489502,0.010190178354994845
1.62,0.003543133949728905,0.010190171388819974
1.6300000000000001,0.003542496299112862,0.010190164422652068
1.6400000000000001,0.0035418599210974015,0.01019015745649113
1.6500000000000001,0.0035412248131447234,0.010190150490337155
1.6600000000000001,0.0035405909727231986,0.010190143524190148
1.67,0.003539958397307371,0.010190136558050107
1.68,0.003539327084377956,0.010190129591917032
1.69,0.003538697031421839,0.010190122625790924
1.7,0.003538068235932079,0.01019011565967178
1.71,0.0035374406954079064,0.010190108693559604
1.72,0.0035368144073547217,0.010190101727454394
1.73,0.003536189369284099,0.010190094761356149
1.74,0.003535565578713783,0.01019008779526487
1.75,0.003534943033167691,0.010190080829180558
1.76,0.0035343217301759106,0.010190073863103213
1.77,0.003533701667274702,0.010190066897032833
1.78,0.003533082842006497,0.010190059930969417
1.79,0.0035324652519198993,0.01019005296491297
1.8,0.0035318488945696837,0.010190045998863488
1.81,0.0035312337675167966,0.010190039032820973
1.82,0.003530619868328357,0.010190032066785423
1.83,0.003530007194577655,0.010190025100756839
1.84,0.0035293957438441523,0.010190018134735222
1.85,0.003528785513713482,0.01019001116872057
1.86,0.0035281765017774495,0.010190004202712884
1.87,0.0035275687056340313,0.010189997236712165
1.8800000000000001,0.0035269621228873767,0.01018999027071841
1.8900000000000001,0.0035263567511478054,0.010189983304731623
1.9000000000000001,0.003525752588031809,0.0101899763387518
1.9100000000000001,0.0035251496311620514,0.010189969372778945
1.92,0.0035245478781673677,0.010189962406813056
1.93,0.0035239473266827645,0.010189955440854132
1.94,0.003523347974349421,0.010189948474902174
1.95,0.003522749818814687,0.010189941508957181
1.96,0.0035221528577320848,0.010189934543019155
1.97,0.003521557088761307,0.010189927577088096
1.98,0.0035209625095682204,0.010189920611164001
1.99,0.0035203691178248607,0.010189913645246873
2.0,0.003519776911209437,0.01018990667933671
2.0100000000000002,0.00351918588740633,0.010189899713433514
2.02,0.003518596044106091,0.010189892747537285
2.0300000000000002,0.003518007379005444,0.01018988578164802
2.04,0.0035174198898072846,0.010189878815765722
2.05,0.0035168335742206793,0.010189871849890389
2.06,0.0035162484299608673,0.01018986488402202
2.07,0.0035156644547492586,0.01018985791816062
2.08,0.0035150816463134353,0.010189850952306186
2.09,0.0035145000023871515,0.010189843986458716
2.1,0.0035139195207103324,0.010189837020618212
2.11,0.0035133401990290747,0.010189830054784674
2.12,0.0035127620350956477,0.010189823088958102
2.13,0.003512185026668492,0.010189816123138497
2.14,0.0035116091715122195,0.010189809157325857
2.15,0.003511034467397614,0.010189802191520181
2.16,0.0035104609121016303,0.010189795225721473
2.17,0.003509888503407397,0.01018978825992973
2.18,0.0035093172391042118,0.010189781294144953
2.19,0.0035087471169875455,0.010189774328367141
2.2,0.0035081781348590404,0.010189767362596296
2.21,0.0035076102905265104,0.010189760396832417
2.22,0.003507043581803941,0.010189753431075503
2.23,0.0035064780065114896,0.010189746465325554
2.24,0.003505913562475485,0.010189739499582571
2.25,0.003505350247528428,0.010189732533846555
2.2600000000000002,0.00350478805950899,0.010189725568117505
2.27,0.003504226996262016,0.010189718602395419
2.2800000000000002,0.0035036670556385214,0.0101897116366803
2.29,0.003503108235495693,0.010189704670972145
2.3000000000000003,0.00350255053369689,0.010189697705270957
2.31,0.0035019939481116436,0.010189690739576734
2.32,0.0035014384766156553,0.010189683773889478
2.33,0.0035008841170908,0.010189676808209187
2.34,0.0035003308674251225,0.010189669842535862
2.35,0.0034997787255128406,0.010189662876869503
2.36,0.003499227689254344,0.010189655911210108
2.37,0.003498677756556192,0.01018964894555768
2.38,0.0034981289253311182,0.010189641979912217
2.39,0.0034975811934980262,0.01018963501427372
2.4,0.0034970345589819918,0.010189628048642188
2.41,0.003496489019714263,0.010189621083017623
2.42,0.003495944573632258,0.010189614117400023
2.43,0.003495401218679568,0.010189607151789388
2.44,0.0034948589528059557,0.01018960018618572
2.45,0.003494317773967355,0.010189593220589016
2.46,0.0034937776801258714,0.010189586254999277
2.47,0.003493238667672877,0.010189579289416505
2.48,0.003492700731661247,0.010189572323840698
2.49,0.0034921638698748444,0.010189565358271858
2.5,0.0034916280801595943,0.010189558392709982
2.5100000000000002,0.0034910933603661725,0.010189551427155072
2.52,0.003490559708350006,0.010189544461607128
2.5300000000000002,0.003490027121971273,0.010189537496066148
2.54,0.003489495599094903,0.010189530530532136
2.5500000000000003,0.0034889651375905775,0.010189523565005089
2.56,0.0034884357353327277,0.010189516599485006
2.57,0.0034879073902005374,0.010189509633971888
2.58,0.003487380100077941,0.010189502668465737
2.59,0.0034868538628536247,0.010189495702966551
2.6,0.003486328676421026,0.010189488737474332
2.61,0.0034858045386783327,0.010189481771989077
2.62,0.0034852814475284846,0.010189474806510787
2.63,0.003484759400879173,0.010189467841039464
2.64,0.0034842383966428403,0.010189460875575106
2.65,0.0034837184327366796,0.010189453910117713
2.66,0.0034831995070826356,0.010189446944667285
2.67,0.003482681617607405,0.010189439979223823
2.68,0.003482164762242435,0.010189433013787327
2.69,0.0034816489389239234,0.010189426048357797
2.7,0.003481134145592821,0.01018941908293523
2.71,0.0034806203801948286,0.01018941211751963
2.72,0.0034801076406803986,0.010189405152110996
2.73,0.003479595925004735,0.010189398186709326
2.74,0.0034790852311277925,0.010189391221314622
2.75,0.0034785755570142774,0.010189384255926883
2.7600000000000002,0.003478066900633647,0.01018937729054611
2.77,0.00347755925996011,0.010189370325172302
2.7800000000000002,0.003477052632972627,0.01018936335980546
2.79,0.0034765470176549088,0.010189356394445582
2.8000000000000003,0.003476042411995418,0.010189349429092671
2.81,0.003475538813987369,0.010189342463746724
2.82,0.003475036221628726,0.010189335498407743
2.83,0.0034745346329222064,0.010189328533075727
2.84,0.0034740340458752775,0.010189321567750678
2.85,0.0034735344585001575,0.010189314602432591
2.86,0.0034730358688138175,0.010189307637121472
2.87,0.0034725382748379786,0.010189300671817317
2.88,0.0034720416745991135,0.01018929370652013
2.89,0.0034715460661284463,0.010189286741229904
2.9,0.0034710514474619526,0.010189279775946646
2.91,0.003470557816640358,0.010189272810670353
2.92,0.0034700651717091413,0.010189265845401025
2.93,0.0034695735107185314,0.010189258880138661
2.94,0.0034690828317235083,0.010189251914883264
2.95,0.0034685931327838033,0.010189244949634833
2.96,0.0034681044119639006,0.010189237984393366
2.97,0.0034676166673330328,0.010189231019158864
2.98,0.0034671298969651864,0.010189224053931327
2.99,0.003466644098939098,0.010189217088710756
3.0,0.003466159271338255,0.010189210123497149
3.0100000000000002,0.003465675412250897,0.010189203158290508
3.02,0.0034651925197700145,0.010189196193090833
3.0300000000000002,0.0034647105919933495,0.010189189227898122
3.04,0.0034642296270233947,0.010189182262712378
3.0500000000000003,0.0034637496229673946,0.010189175297533597
3.06,0.0034632705779373447,0.010189168332361782
3.0700000000000003,0.0034627924900499916,0.010189161367196933
3.08,0.003462315357426834,0.010189154402039047
3.09,0.003461839178194121,0.010189147436888129
3.1,0.0034613639504828533,0.010189140471744174
3.11,0.0034608896724287828,0.010189133506607185
3.12,0.003460416342172413,0.01018912654147716
3.13,0.0034599439578589975,0.010189119576354102
3.14,0.003459472517638543,0.010189112611238008
3.15,0.0034590020196658064,0.01018910564612888
3.16,0.0034585324621002954,0.010189098681026715
3.17,0.00345806384310627,0.010189091715931516
3.18,0.0034575961608527407,0.010189084750843284
3.19,0.00345712941351347,0.010189077785762016
3.2,0.0034566635992669716,0.010189070820687712
3.21,0.003456198716296509,0.010189063855620375
3.22,0.003455734762790099,0.010189056890560001
3.23,0.0034552717369405084,0.010189049925506594
3.24,0.0034548096369452557,0.01018904296046015
3.25,0.003454348461006611,0.010189035995420672
3.2600000000000002,0.003453888207331594,0.01018902903038816
3.27,0.0034534288741319787,0.010189022065362612
3.2800000000000002,0.003452970459624288,0.01018901510034403
3.29,0.003452512962029796,0.010189008135332411
3.3000000000000003,0.0034520563795745296,0.010189001170327758
3.31,0.0034516007104892655,0.01018899420533007
3.3200000000000003,0.0034511459530095325,0.010188987240339347
3.33,0.003450692105375611,0.01018898027535559
3.34,0.0034502391658325316,0.010188973310378796
3.35,0.0034497871326300764,0.010188966345408968
3.36,0.00344933600402278,0.010188959380446106
3.37,0.0034488857782699264,0.010188952415490208
3.38,0.0034484364536355523,0.010188945450541274
3.39,0.0034479880283884456,0.010188938485599307
3.4,0.0034475405008021444,0.010188931520664303
3.41,0.0034470938691549386,0.010188924555736265
3.42,0.00344664813172987,0.010188917590815192
3.43,0.00344620328681471,0.010188910625901083
3.44,0.0034457593314048715,0.010188903660993941
3.45,0.00344531626246813,0.010188896696093762
3.46,0.0034448740782264,0.010188889731200548
3.47,0.0034444327769055324,0.0101888827663143
3.48,0.0034439923567353144,0.010188875801435016
3.49,0.0034435528159494693,0.010188868836562696
3.5,0.0034431141527856584,0.010188861871697341
3.5100000000000002,0.003442676365485478,0.010188854906838954
3.52,0.0034422394522944603,0.010188847941987529
3.5300000000000002,0.0034418034114620756,0.010188840977143069
3.54,0.003441368241241729,0.010188834012305574
3.5500000000000003,0.003440933939890764,0.010188827047475044
3.56,0.003440500505670458,0.010188820082651479
3.5700000000000003,0.0034400679368460267,0.010188813117834879
3.58,0.003439636231686622,0.010188806153025243
3.59,0.0034392053884653314,0.010188799188222573
3.6,0.003438775405459179,0.010188792223426868
3.61,0.003438346280949126,0.010188785258638125
3.62,0.00343791801322007,0.01018877829385635
3.63,0.0034374906005608433,0.010188771329081539
3.64,0.0034370640412642174,0.010188764364313692
3.65,0.003436638333626898,0.01018875739955281
3.66,0.003436213475949528,0.010188750434798893
3.67,0.0034357894665366867,0.01018874347005194
3.68,0.00343536630369689,0.010188736505311952
3.69,0.0034349439857425906,0.01018872954057893
3.7,0.0034345225109901757,0.010188722575852871
3.71,0.003434101877759971,0.010188715611133778
3.72,0.003433682084376238,0.010188708646421648
3.73,0.0034332631291671746,0.010188701681716485
3.74,0.0034328450104649144,0.010188694717018285
3.75,0.003432427726605529,0.010188687752327051
3.7600000000000002,0.0034320112759290244,0.010188680787642781
3.77,0.0034315956567793444,0.010188673822965476
3.7800000000000002,0.0034311808675043694,0.010188666858295135
3.79,0.003430766906455915,0.01018865989363176
3.8000000000000003,0.003430353771989735,0.010188652928975347
3.81,0.003429941462465517,0.010188645964325902
3.8200000000000003,0.0034295299762468878,0.01018863899968342
3.83,0.003429119311701409,0.010188632035047902
3.84,0.003428709467200579,0.010188625070419349
3.85,0.0034283004411198325,0.010188618105797761
3.86,0.0034278922318385406,0.010188611141183138
3.87,0.0034274848377400116,0.010188604176575479
3.88,0.003427078257211489,0.010188597211974784
3.89,0.0034266724886441533,0.010188590247381054
3.9,0.003426267530433122,0.010188583282794289
3.91,0.003425863380977448,0.010188576318214489
3.92,0.0034254600386801203,0.010188569353641654
3.93,0.0034250575019480665,0.010188562389075782
3.94,0.003424655769192148,0.010188555424516875
3.95,0.0034242548388271647,0.010188548459964933
3.96,0.0034238547092718514,0.010188541495419956
3.97,0.00342345537894888,0.010188534530881942
3.98,0.003423056846284859,0.010188527566350893
3.99,0.0034226591097103326,0.010188520601826808
4.0,0.0034222621676597825,0.01018851363730969
4.01,0.003421866018571626,0.010188506672799535
4.0200000000000005,0.0034214706608882172,0.010188499708296344
4.03,0.003421076093055846,0.010188492743800117
4.04,0.003420682313524739,0.010188485779310856
4.05,0.00342028932074906,0.01018847881482856
4.0600000000000005,0.0034198971131869085,0.010188471850353226
4.07,0.00341950568930032,0.010188464885884858
4.08,0.0034191150475552674,0.010188457921423455
4.09,0.0034187251864216594,0.010188450956969016
4.1,0.0034183361043733417,0.01018844399252154
4.11,0.003417947799888095,0.01018843702808103
4.12,0.0034175602714476383,0.010188430063647485
4.13,0.003417173517537626,0.010188423099220904
4.14,0.0034167875366476483,0.010188416134801287
4.15,0.0034164023272712334,0.010188409170388634
4.16,0.0034160178879058447,0.010188402205982945
4.17,0.0034156342170528825,0.010188395241584223
4.18,0.0034152513132176834,0.010188388277192463
4.19,0.0034148691749095205,0.010188381312807667
4.2,0.003414487800641603,0.010188374348429837
4.21,0.003414107188931077,0.01018836738405897
4.22,0.0034137273382990247,0.010188360419695069
4.23,0.0034133482472704646,0.01018835345533813
4.24,0.0034129699143743523,0.010188346490988157
4.25,0.003412592338143579,0.010188339526645149
4.26,0.0034122155171149725,0.010188332562309105
4.2700000000000005,0.0034118394498292974,0.010188325597980025
4.28,0.0034114641348312546,0.01018831863365791
4.29,0.0034110895706694812,0.010188311669342757
4.3,0.0034107157558965506,0.01018830470503457
4.3100000000000005,0.003410342689068973,0.010188297740733347
4.32,0.003409970368747195,0.01018829077643909
4.33,0.0034095987934955998,0.010188283812151795
4.34,0.003409227961882506,0.010188276847871464
4.3500000000000005,0.0034088578724801697,0.010188269883598099
4.36,0.0034084885238647826,0.010188262919331698
4.37,0.003408119914616474,0.01018825595507226
4.38,0.003407752043319308,0.010188248990819788
4.39,0.003407384908561287,0.010188242026574278
4.4,0.003407019005390533,0.010188235062335734
4.41,0.0034066533128891763,0.010188228098104154
4.42,0.0034062883515303035,0.010188221133879538
4.43,0.003405924119818368,0.010188214169661886
4.44,0.0034055606162617462,0.010188207205451199
4.45,0.003405197839372726,0.010188200241247475
4.46,0.003404835787667503,0.010188193277050716
4.47,0.0034044744596661743,0.010188186312860921
4.48,0.0034041138538927276,0.01018817934867809
4.49,0.003403753968875038,0.010188172384502224
4.5,0.003403394803144859,0.010188165420333321
4.51,0.003403036355237815,0.010188158456171383
4.5200000000000005,0.003402678623693397,0.010188151492016408
4.53,0.003402321607054951,0.010188144527868398
4.54,0.003401965303869675,0.010188137563727353
4.55,0.0034016097126886107,0.010188130599593271
4.5600000000000005,0.0034012548320666355,0.010188123635466154
4.57,0.0034009006605624564,0.010188116671346
4.58,0.0034005471967386027,0.010188109707232811
4.59,0.0034001944391614195,0.010188102743126586
4.6000000000000005,0.0033998423864010584,0.010188095779027325
4.61,0.0033994910370314744,0.010188088814935027
4.62,0.0033991403896304145,0.010188081850849694
4.63,0.003398790442779414,0.010188074886771327
4.64,0.003398441195063788,0.010188067922699922
4.65,0.003398092645072623,0.01018806095863548
4.66,0.003397744791398774,0.010188053994578004
4.67,0.0033973976326388522,0.010188047030527492
4.68,0.003397051167393222,0.010188040066483942
4.69,0.003396705394265992,0.010188033102447359
4.7,0.003396360311865009,0.010188026138417738
4.71,0.003396015918801848,0.010188019174395081
4.72,0.003395672213691811,0.010188012210379389
4.73,0.0033953291951539137,0.010188005246370662
4.74,0.0033949868618108822,0.010187998282368896
4.75,0.003394645212289145,0.010187991318374097
4.76,0.0033943042452188256,0.01018798435438626
4.7700000000000005,0.0033939639592337353,0.010187977390405388
4.78,0.003393624352971367,0.01018797042643148
4.79,0.0033932854250728877,0.010187963462464535
4.8,0.003392947174183131,0.010187956498504553
4.8100000000000005,0.003392609598950591,0.010187949534551538
4.82,0.0033922726980274145,0.010187942570605485
4.83,0.003391936470069393,0.010187935606666396
4.84,0.003391600913735959,0.010187928642734271
4.8500000000000005,0.0033912660276901752,0.01018792167880911
4.86,0.0033909318105987286,0.010187914714890915
4.87,0.0033905982611319246,0.01018790775097968
4.88,0.0033902653779636794,0.010187900787075412
4.89,0.003389933159771512,0.010187893823178107
4.9,0.0033896016052365374,0.010187886859287766
4.91,0.0033892707130434617,0.010187879895404388
4.92,0.0033889404818805715,0.010187872931527975
4.93,0.0033886109104397295,0.010187865967658525
4.94,0.0033882819974163664,0.01018785900379604
4.95,0.0033879537415094736,0.010187852039940519
4.96,0.003387626141421598,0.01018784507609196
4.97,0.003387299195858831,0.010187838112250366
4.98,0.003386972903530807,0.010187831148415736
4.99,0.003386647263150691,0.010187824184588069
