t,x,y,w,z
0.0,1.0,0.0,0.0,0.01
0.01,0.9999466647404028,8.754629726517499e-09,0.00032995964649232783,0.009953411616766633
0.02,0.9998933250762747,3.4635317315849934e-08,0.0006533497778241172,0.009913516433771263
0.03,0.9998399811801864,7.706421060109247e-08,0.0009703304608362213,0.009880125725916365
0.04,0.999786633255168,1.353597194223437e-07,0.0012810841152116287,0.009853023065175515
0.05,0.9997332814668649,2.0895952535736962e-07,0.0015857478853235605,0.009832042814607462
0.06,0.9996799259758887,2.9731202476140664e-07,0.0018844485459470095,0.009817030008317339
0.07,0.9996265669370685,3.9987743699437626e-07,0.002177301410968808,0.00980784147878981
0.08,0.9995732044968569,5.161340916114645e-07,0.0024644087940634218,0.00980434773349672
0.09,0.9995198387946082,6.455735599756732e-07,0.0027458634314384742,0.009806429342615278
0.1,0.9994664699605774,7.877053600944857e-07,0.003021745147687197,0.009813980448387213
0.11,0.9994130981164996,9.420558701592507e-07,0.003292121562002856,0.009826908017440556
0.12,0.9993597233781812,1.108154710791585e-06,0.0035570569640475886,0.009845122433298359
0.13,0.9993063458510495,1.2855518446381904e-06,0.00381660092381811,0.009868549545817418
0.14,0.999252965633811,1.4738033489652962e-06,0.004070797663548153,0.009897120747017027
0.15,0.9991995828185116,1.672471201581083e-06,0.004319686207213393,0.009930772813563584
0.16,0.999146197488514,1.881130153447256e-06,0.004563295876210056,0.009969452675296548
0.17,0.9990928097193615,2.0993597365549068e-06,0.004801651581345548,0.010013111798513295
0.18,0.9990394195787582,2.326749415943819e-06,0.005034770384279381,0.010061709841347573
0.19,0.9989860271266278,2.562892306376081e-06,0.005262665778520036,0.010115210095081565
0.2,0.9989326324150676,2.8073894428760146e-06,0.005485344765439528,0.010173582599045803
0.21,0.9988792354883697,3.059847176801156e-06,0.005702809712583716,0.010236802165365797
0.22,0.9988258363830148,3.319875106050576e-06,0.005915060101842671,0.01030484653445231
0.23,0.9987724351276753,3.5870887770737e-06,0.006122090305594644,0.010377698723895686
0.24,0.9987190317432236,3.8611079270576785e-06,0.0063238909058805646,0.010455345629539696
0.25,0.9986656262427285,4.141555940194875e-06,0.00652044942480573,0.010537777266072242
0.26,0.9986122186314293,4.428060557235572e-06,0.00671175073071012,0.01062498638045295
0.27,0.9985588089067869,4.720250874639459e-06,0.00689777799287571,0.010716967378384972
0.28,0.9985053970584742,5.0177572188059435e-06,0.007078513211188889,0.010813715783088268
0.29,0.9984519830683762,5.320213472514821e-06,0.0072539362838020165,0.010915229267707192
0.3,0.9983985669105896,5.627261579434695e-06,0.00742402293388879,0.01102150992488821
0.31,0.9983451485514356,5.938542748144309e-06,0.007588749429781971,0.011132559158316869
0.32,0.9982917279494621,6.253700119356797e-06,0.007748091450143552,0.011248378933117989
0.33,0.9982383050555895,6.572379847129885e-06,0.007902024135541282,0.011368971767724808
0.34,0.9981848798132537,6.894231991783961e-06,0.008050522225401195,0.011494340632164314
0.35000000000000003,0.9981314521581427,7.218907998934955e-06,0.008193560866897213,0.011624488031194473
0.36,0.9980780220183315,7.546061521475723e-06,0.008331115765865768,0.01175941588565169
0.37,0.9980245893145863,7.875349578600905e-06,0.008463163482684794,0.01189912529200584
0.38,0.9979711539604927,8.206432916392934e-06,0.008589681753695603,0.01204361621725197
0.39,0.9979177158621323,8.538974331515071e-06,0.00871064987124528,0.01219288703510199
0.4,0.9978642749182983,8.87263942977768e-06,0.008826048993781971,0.012346934251733787
0.41000000000000003,0.9978108310209077,9.207098230270489e-06,0.008935862473152378,0.012505752248256466
0.42,0.9977573840550304,9.542025084298406e-06,0.009040076186112926,0.012669332944294304
0.43,0.9977039338986724,9.877097501350317e-06,0.00913867886856413,0.012837665410422139
0.44,0.9976504804230348,1.021199701721504e-05,0.009231662440035614,0.013010735581411095
0.45,0.9975970234941339,1.0546412431422327e-05,0.009319022061987856,0.013188526373074248
0.46,0.997543562971543,1.0880037273095882e-05,0.009400756706802432,0.013371016970847475
0.47000000000000003,0.9974900987078729,1.121256874708455e-05,0.009476869595792541,0.013558182330801012
0.48,0.9974366305495079,1.154370919888029e-05,0.009547368414343225,0.013749993042115159
0.49,0.9973831583367099,1.1873166312017732e-05,0.009612265639205668,0.013946415007657923
0.5,0.9973296819037223,1.2200653305473686e-05,0.009671578865791501,0.014147409124562634
0.51,0.9972762010788739,1.2525889131066683e-05,0.009725331135467098,0.014352930964805572
0.52,0.9972227156868397,1.2848602989627662e-05,0.009773550410367314,0.01456293154245614
0.53,0.9971692255517742,1.3168540598577127e-05,0.009816268702499771,0.01477735852160919
0.54,0.9971157304903294,1.348545019322644e-05,0.0098535252032015,0.014996152324995128
0.55,0.9970622303147468,1.3799088710301848e-05,0.009885365428834437,0.015219247320763117
0.56,0.9970087248332415,1.4109222545880987e-05,0.009911841437435561,0.01544657164409885
0.5700000000000001,0.9969552138502222,1.4415627985263883e-05,0.009933012110123733,0.01567804693629575
0.58,0.996901697167681,1.4718091622904552e-05,0.009948941894993419,0.01591358967846651
0.59,0.9968481745871918,1.50164107771673e-05,0.009959698750445915,0.0161531133555625
0.6,0.9967946459061188,1.5310393954294114e-05,0.009965359700922022,0.016396522725148428
0.61,0.9967411109194999,1.559986126413384e-05,0.009966008930725748,0.016643715825337663
0.62,0.9966875694204341,1.588464484860024e-05,0.009961737846864362,0.016894583940551194
0.63,0.9966340212003656,1.6164589310989794e-05,0.009952645274881499,0.017149011429342106
0.64,0.9965804660504973,1.643955191078446e-05,0.009938835623860946,0.017406877643205365
0.65,0.996526903764298,1.6709402530759547e-05,0.009920415079661895,0.01766806087556266
0.66,0.9964733341339954,1.6974024894963197e-05,0.009897498630323024,0.017932431157714545
0.67,0.9964197569523608,1.7233316686331953e-05,0.009870207562648713,0.01819985286586725
0.68,0.9963661720132281,1.748718991687534e-05,0.009838669225942013,0.018470184993284493
0.6900000000000001,0.9963125791110714,1.77355684030156e-05,0.009803015540635304,0.018743282544334154
0.7000000000000001,0.9962589780416395,1.7978388920748406e-05,0.009763383328056766,0.019018996268427266
0.71,0.9962053686030224,1.821560386683648e-05,0.009719915385529392,0.019297171714528175
0.72,0.9961517505956402,1.8447180167167892e-05,0.009672759704199582,0.01957764997871184
0.73,0.9960981238226704,1.8673099027982028e-05,0.009622068952693423,0.01986026823805987
0.74,0.9960444880910051,1.8893350824798255e-05,0.009567996066599662,0.020144864116236304
0.75,0.9959908432110425,1.9107940679447956e-05,0.009510698397965407,0.02043127162642151
0.76,0.9959371889971116,1.931688823305906e-05,0.00945033721637868,0.020719321688061686
0.77,0.9958835252679661,1.952022678657831e-05,0.009387076703517181,0.02100884314202322
0.78,0.995829851846723,1.971800149143316e-05,0.009321082760423349,0.021299663895785432
0.79,0.9957761685602545,1.9910265346909007e-05,0.009252520744743436,0.02159161305657334
0.8,0.9957224752412341,2.0097085819693705e-05,0.009181558390194489,0.021884518279856685
0.81,0.995668771727902,2.0278542337378523e-05,0.009108364273716064,0.022178207228570886
0.8200000000000001,0.9956150578643505,2.0454725866249114e-05,0.009033107301307998,0.022472508091635313
0.8300000000000001,0.9955613334994984,2.0625734301999454e-05,0.008955955194715731,0.022767250926122824
0.84,0.9955075984876786,2.07916730618738e-05,0.008877074280787118,0.02306226791366959
0.85,0.9954538526901622,2.0952658693895332e-05,0.008796630036443449,0.023357392987090306
0.86,0.9954000959747524,2.110881626598108e-05,0.00871478607585425,0.02365246275539628
0.87,0.9953463282158472,2.1260278593038836e-05,0.008631703690557187,0.023947316946026326
0.88,0.9952925492922592,2.1407181879859684e-05,0.008547541517534089,0.024241798497793107
0.89,0.995238759089833,2.154966903303861e-05,0.008462454933502618,0.024535754401184513
0.9,0.9951849575015784,2.1687889000644622e-05,0.008376595591017305,0.024829036151564947
0.91,0.9951311444274056,2.1821995476572935e-05,0.008290110977251432,0.025121500140464197
0.92,0.9950773197730204,2.195214547147636e-05,0.00820314480766698,0.02541300714892207
0.93,0.9950234834475776,2.207849708181072e-05,0.008115838263002486,0.025703420894199632
0.9400000000000001,0.9949696353691473,2.2201212298275886e-05,0.008028325926488727,0.025992612525541244
0.9500000000000001,0.9949157754628039,2.232045505613168e-05,0.007940736725033367,0.026280459502928094
0.96,0.9948619036605362,2.2436390460496638e-05,0.007853193634713491,0.026566845862909257
0.97,0.9948080199013473,2.2549184133255078e-05,0.007765813258376532,0.02685166262799251
0.98,0.994754124131287,2.2659001541620355e-05,0.007678705472480037,0.027134808141564052
0.99,0.9947002162979068,2.276600577878822e-05,0.007591978916516183,0.027416182118713106
1.0,0.9946462963530414,2.2870357655327063e-05,0.007505737760561613,0.027695689078022768
1.01,0.9945923642558269,2.2972215855771743e-05,0.0074200782267160184,0.02797324203807008
1.02,0.9945384199704549,2.3071735635023996e-05,0.007335090622040229,0.028248760285935634
1.03,0.9944844634661386,2.3169068770703865e-05,0.007250859235193633,0.02852216947182815
1.04,0.9944304947182604,2.3264369567645166e-05,0.0071674625915467,0.028793401570982268
1.05,0.9943765137068484,2.3357787187223067e-05,0.007084972898298383,0.029062395145460187
1.06,0.9943225204165643,2.344946571173634e-05,0.0070034559477492545,0.029329095436319317
1.07,0.9942685148367969,2.3539544752212577e-05,0.006922971052762173,0.02959345444386245
1.08,0.9942144969608465,2.3628159634210823e-05,0.006843572267374113,0.02985542963975543
1.09,0.9941604667839957,2.3715442599460794e-05,0.006765311748113046,0.030114980469552282
1.1,0.9941064243062262,2.3801519770972598e-05,0.006688234187539946,0.03037207407028957
1.11,0.9940523695310762,2.3886511637697962e-05,0.006612378664654924,0.030626683332543144
1.12,0.9939983024653227,2.3970532786550923e-05,0.006537778909239732,0.030878786599587725
1.1300000000000001,0.9939442231187906,2.4053693599266975e-05,0.006464464753825274,0.031128366233417856
1.1400000000000001,0.9938901315041485,2.4136100307334745e-05,0.0063924624735941125,0.03137540825490667
1.1500000000000001,0.9938360276366777,2.4217851806069644e-05,0.0063217929312744765,0.03161990410411235
1.16,0.9937819115340765,2.4299040807068495e-05,0.006252472660386746,0.03186184956244471
1.17,0.9937277832162482,2.437975380609292e-05,0.006184514044683058,0.03210124455123533
1.18,0.9936736427049286,2.4460076502847768e-05,0.006117926454979199,0.03233809209774543
1.19,0.9936194900236013,2.454008940600932e-05,0.006052715660802377,0.03257239880163229
1.2,0.9935653251973245,2.4619866425464763e-05,0.005988883767114955,0.03280417484473703
1.21,0.9935111482524749,2.469947635204965e-05,0.005926429658587091,0.03303343355943775
1.22,0.9934569592166632,2.4778983071028474e-05,0.005865349296409595,0.033260191126872084
1.23,0.9934027581192725,2.485844677428707e-05,0.005805636549236278,0.03348446581833091
1.24,0.9933485449903332,2.4937922501195772e-05,0.005747282595450235,0.03370627845856634
1.25,0.9932943198605284,2.5017460493122314e-05,0.005690276295403406,0.03392565205950355
1.26,0.9932400827610948,2.5097106383668568e-05,0.005634604475798208,0.03414261152909548
1.27,0.9931858337240863,2.5176902090698867e-05,0.005580251987962833,0.0343571836627752
1.28,0.993131572782708,2.5256886841970547e-05,0.005527201741549928,0.03456939717017262
1.29,0.9930772999698521,2.5337094820173975e-05,0.005475435360107136,0.03477928180952367
1.3,0.9930230153184761,2.541755627233742e-05,0.005424933199365184,0.03498686843649927
1.31,0.9929687188614694,2.5498297655140785e-05,0.0053756745428740335,0.03519218879856224
1.32,0.992914410631504,2.5579341754311882e-05,0.005327637799288952,0.03539527532548112
1.33,0.9928600906621572,2.5660710542634396e-05,0.005280799678489786,0.03559616214020434
1.34,0.9928057589871043,2.574242388063402e-05,0.005235135917872189,0.03579488421717873
1.35,0.992751415639097,2.5824497759118905e-05,0.005190622179471114,0.035991476336512444
1.36,0.9926970606504393,2.5906945763255162e-05,0.0051472337458461845,0.03618597347369503
1.37,0.9926426940528689,2.5989779257144148e-05,0.00510494569306325,0.03637841061915676
1.3800000000000001,0.9925883158775982,2.6073007500200018e-05,0.005063732910590677,0.03656882276630528
1.3900000000000001,0.9925339261569357,2.6156637091697094e-05,0.005023568613164108,0.03675724655921988
1.4000000000000001,0.9924795249221683,2.62406730055339e-05,0.00498442642214971,0.03694371801194957
1.41,0.9924251122036385,2.6325118691626605e-05,0.0049462803518061675,0.03712827253356574
1.42,0.9923706880309986,2.640997610159353e-05,0.004909104625605712,0.03731094514024275
1.43,0.9923162524331355,2.6495245855050195e-05,0.004872873808178359,0.03749177031998068
1.44,0.992261805438519,2.6580927030693037e-05,0.00483756242582726,0.03767078244641085
1.45,0.9922073470761795,2.6667016403176022e-05,0.004803143831636663,0.03784801700362562
1.46,0.9921528773737408,2.6753510278838765e-05,0.0047695926129232855,0.038023508007859974
1.47,0.9920983963580342,2.6840404053320245e-05,0.004736883893522351,0.038197288762956014
1.48,0.9920439040551352,2.692769227817623e-05,0.004704993329866987,0.03836939187095357
1.49,0.9919894004903226,2.7015368796604798e-05,0.004673897201264864,0.03853984914154838
1.5,0.9919348856885368,2.71034267624568e-05,0.004643571535585213,0.03870869251784813
1.51,0.9918803596743442,2.7191858774691775e-05,0.004613992189043011,0.03887595399688549
1.52,0.9918258224712034,2.7280657174871402e-05,0.0045851362734037225,0.039041664130480117
1.53,0.9917712741018083,2.736981409315628e-05,0.004556981504698404,0.039205852716010806
1.54,0.9917167145880655,2.745932157956483e-05,0.004529506256586127,0.039368548744766724
1.55,0.991662143951107,2.7549171652845668e-05,0.00450268956859339,0.03952978039716196
1.56,0.9916075622120664,2.763935449540779e-05,0.004476510122529855,0.03968957610983489
1.57,0.9915529693913185,2.7729860373778808e-05,0.004450947292371149,0.03984796348877699
1.58,0.9914983655083421,2.7820680046138062e-05,0.0044259813521132915,0.04000496909718221
1.59,0.9914437505819361,2.7911804316881077e-05,0.004401593208901777,0.04016061873645316
1.6,0.991389124630217,2.800322411896639e-05,0.004377764429901437,0.040314937422061936
1.61,0.99133448767071,2.8094930302087646e-05,0.004354477120127078,0.04046794951167926
1.62,0.9912798397207762,2.8186912361243583e-05,0.004331713263442652,0.040619679381766555
1.6300000000000001,0.9912251807969811,2.8279160503220864e-05,0.004309455754663774,0.040770150376423946
1.6400000000000001,0.9911705109152681,2.8371665175461e-05,0.004287688146015299,0.04091938506973895
1.6500000000000001,0.9911158300910167,2.8464416957791164e-05,0.0042663945774284295,0.041067405340312446
1.6600000000000001,0.9910611383390515,2.855740660807365e-05,0.004245559784818404,0.041214232366114406
1.67,0.991006435673677,2.865062505186488e-05,0.004225168879226089,0.041359886847908936
1.68,0.990951722108705,2.8744063384043285e-05,0.004205207174941133,0.041504389183818886
1.69,0.9908969976574061,2.8837713049363097e-05,0.0041856607498637665,0.04164775891346336
1.7,0.9908422623325464,2.89315658253598e-05,0.004166516197008016,0.04179001496895272
1.71,0.9907875161463979,2.902561386368463e-05,0.004147760615120822,0.041931175687359254
1.72,0.990732759111418,2.9119850399178783e-05,0.0041293811844044835,0.04207125936563057
1.73,0.9906779912373317,2.9214265661443295e-05,0.0041113668801152055,0.04221028195055062
1.74,0.9906232125365332,2.9308853156199602e-05,0.004093705160300852,0.04234826141276357
1.75,0.9905684230194955,2.9403605579299054e-05,0.004076384915684448,0.042485213936048156
1.76,0.9905136226963501,2.94985159736394e-05,0.0040593954276147304,0.042621155247361465
1.77,0.9904588115768871,2.959357772916479e-05,0.004042726368066143,0.042756100616838946
1.78,0.990403989670565,2.9688784480876453e-05,0.00402636778252343,0.042890064873405576
1.79,0.9903491569865891,2.978412929436228e-05,0.0040103099533007345,0.04302306252944401
1.8,0.9902943135338007,2.9879605819592415e-05,0.0039945435931665815,0.043155107604187094
1.81,0.9902394593206945,2.9975208105552908e-05,0.003979059814236506,0.043286213652091246
1.82,0.9901845943554328,3.007093045178629e-05,0.003963850103059231,0.043416393785560614
1.83,0.9901297186458463,3.016676740839155e-05,0.003948906320616659,0.0435456606749471
1.84,0.9900748321995233,3.0262713766381814e-05,0.003934220538980402,0.04367402672658625
1.85,0.9900199350238903,3.0358764549089328e-05,0.003919784895710026,0.0438015042414956
1.86,0.9899650271259447,3.0454915040807896e-05,0.0039055920790631855,0.04392810488652085
1.87,0.98991010851237,3.055116077440699e-05,0.0038916351181754187,0.04405383992302898
1.8800000000000001,0.9898551791895409,3.064749753085951e-05,0.0038779073750603668,0.044178720215627576
1.8900000000000001,0.9898002391635333,3.074392133411462e-05,0.003864402533334052,0.044302756245083126
1.9000000000000001,0.9897452884406254,3.08404282162816e-05,0.0038511140818033745,0.044425958699957815
1.9100000000000001,0.9896903270268423,3.0937014430938986e-05,0.00383803578357906,0.04454833793916124
1.92,0.9896353549277739,3.1033676539261e-05,0.0038251618654862756,0.044669903774948415
1.93,0.9895803721487623,3.113041132147738e-05,0.0038124868233456208,0.04479066569600341
1.94,0.9895253786949021,3.122721577687335e-05,0.0038000054219731317,0.04491063286743932
1.95,0.9894703745711413,3.132408702873299e-05,0.003787712600153031,0.04502981423986616
1.96,0.9894153597827059,3.142102192064771e-05,0.0037756030670711553,0.04514821901258584
1.97,0.9893603343343779,3.1518017702052164e-05,0.0037636719876387214,0.04526585584700932
1.98,0.9893052982306935,3.161507183960148e-05,0.003751914793927894,0.04538273308308216
1.99,0.9892502514759981,3.171218196577066e-05,0.003740327133787149,0.0454988587982614
2.0,0.9891951940744458,3.180934587885464e-05,0.003728904870841273,0.045614240807515555
2.0100000000000002,0.9891401260302158,3.190656139899189e-05,0.003717643852349188,0.045728886928949296
2.02,0.9890850473475237,3.200382636114205e-05,0.0037065398978812117,0.04584280499675927
2.0300000000000002,0.9890299580302373,3.210113886994814e-05,0.0036955892102496636,0.04595600239103393
2.04,0.9889748580820729,3.21984971695922e-05,0.0036847881656688676,0.04606848627785922
2.05,0.988919747506596,3.229589964308602e-05,0.0036741333126115044,0.04618026361062728
2.06,0.988864626307238,3.239334480226268e-05,0.003663621352442345,0.046291341152032296
2.07,0.9888094944875722,3.249083111903077e-05,0.003653248812897114,0.04640172584492872
2.08,0.9887543520509938,3.258835722044344e-05,0.003643012425538927,0.04651142438362149
2.09,0.9886991990007101,3.268592189582857e-05,0.003632909139555006,0.04662044319819586
2.1,0.9886440353398103,3.2783524052953784e-05,0.003622936036936507,0.04672878855085507
2.11,0.9885888610712668,3.288116271802643e-05,0.003613090332478522,0.04683646653592024
2.12,0.9885336761980332,3.297883691309119e-05,0.003603369270541803,0.0469434831977793
2.13,0.9884784807231405,3.307654553797084e-05,0.0035937700256401146,0.047049844644465
2.14,0.9884232746493955,3.3174287742905015e-05,0.003584290016223456,0.04715555668916037
2.15,0.9883680579795092,3.327206277001468e-05,0.0035749267711820878,0.04726062500271664
2.16,0.9883128307161023,3.3369869946817984e-05,0.0035656779243864374,0.04736505511989139
2.17,0.988257592861714,3.346770867536497e-05,0.0035565412044188203,0.04746885245113103
2.18,0.9882023444189701,3.356557823846715e-05,0.0035475142514486448,0.04757202249269948
2.19,0.9881470853903922,3.366347802050679e-05,0.0035385948259105396,0.04767457058722801
2.2,0.9880918157783865,3.376140751937944e-05,0.003529780819790756,0.0477765019107645
2.21,0.9880365355852889,3.385936629492164e-05,0.003521070207888235,0.0478778215286995
2.22,0.9879812448133654,3.395735396891093e-05,0.0035124610478146035,0.04797853439576627
2.23,0.9879259434648641,3.405537018546511e-05,0.003503951415049061,0.048078645430761215
2.24,0.9878706315420701,3.4153414570070435e-05,0.0034955393357445955,0.0481781595938516
2.25,0.9878153090471403,3.425148685381967e-05,0.003487222990478335,0.0482770816521571
2.2600000000000002,0.9877599759821728,3.4349586821151824e-05,0.0034790006285446732,0.04837541627835713
2.27,0.9877046323492096,3.444771430752926e-05,0.0034708705641458273,0.04847316805507365
2.2800000000000002,0.9876492781515894,3.454586809545898e-05,0.0034628295725062166,0.04857034378884354
2.29,0.9875939133878876,3.464405080439405e-05,0.0034548800897899593,0.04866694208533572
2.3000000000000003,0.9875385380625932,3.474226024562449e-05,0.003447017534024575,0.04876297168822074
2.31,0.9874831521774518,3.484049647783249e-05,0.003439240575507216,0.04885843665400224
2.32,0.9874277557342086,3.493875955970029e-05,0.0034315478845350325,0.048953341039183904
2.33,0.9873723487346092,3.503704954991008e-05,0.003423938131405174,0.049047688900269386
2.34,0.9873169311804064,3.513536647648009e-05,0.003416409981441212,0.04914148428349278
2.35,0.987261503073365,3.523371031575595e-05,0.003408962091585614,0.04923473121778267
2.36,0.9872060644152378,3.5332081095624824e-05,0.0034015931271406943,0.04932743374932926
2.37,0.9871506152077771,3.543047884612208e-05,0.0033943017537571936,0.0494195959250422
2.38,0.9870951554527352,3.552890359728309e-05,0.0033870866370858533,0.04951122179183112
2.39,0.987039685151864,3.56273553791432e-05,0.0033799464427774146,0.04960231539660567
2.4,0.986984204306896,3.57258342338068e-05,0.00337287986062629,0.04969288074615967
2.41,0.9869287129192442,3.582434039481095e-05,0.0033658859633820494,0.04978292121098939
2.42,0.986873210990442,3.592287402349213e-05,0.0033589636793592125,0.04987244040157656
2.43,0.9868176985221144,3.602143522620484e-05,0.003352111826882545,0.04996144211115593
2.44,0.9867621755158867,3.612002410930355e-05,0.003345329224276815,0.050049930132962245
2.45,0.9867066419733839,3.621864077914276e-05,0.003338614689866788,0.05013790826023025
2.46,0.9866510978962308,3.6317285342076944e-05,0.003331967041977231,0.05022538028619468
2.47,0.9865955432858816,3.641595795399065e-05,0.0033253853326916587,0.05031234962696704
2.48,0.986539978143567,3.6514658835169346e-05,0.0033188689180360395,0.0503988192083081
2.49,0.9864844024707654,3.661338813436531e-05,0.003312416816432924,0.05048479250063461
