t,C,D,R,Ri
3.33,0.0002164330916899386,5.635769927003995,1986.854083131576,199.8959550395522
3.34,0.00021645689965180384,5.6499387377937715,1986.815118034185,199.8953489543238
3.35,0.00021648068403549723,5.664092855870755,1986.7761559474993,199.8947412243708
3.36,0.00021650444486430751,5.678232296097686,1986.7371968710152,199.8941318506659
3.37,0.00021652818216150047,5.692357073322336,1986.6982408042284,199.89352083418123
3.38,0.000216551895950319,5.706467202377515,1986.659287746635,199.8929081758884
3.39,0.00021657558625398318,5.720562698081099,1986.6203376977314,199.89229387675854
3.4,0.0002165992530956902,5.734643575236038,1986.581390657015,199.8916779377623
3.41,0.0002166228964981089,5.748709848301893,1986.5424466239895,199.89106035986444
3.42,0.00021664651648485678,5.762761532354491,1986.5035055981461,199.89044114403941
3.43,0.00021667011307906477,5.776798642153488,1986.4645675789825,199.88982029125637
3.44,0.00021669368630383771,5.790821192441446,1986.4256325659971,199.88919780248384
3.45,0.00021671723618225765,5.804829197946072,1986.3867005586883,199.88857367868985
3.46,0.00021674076273738393,5.818822673380229,1986.347771556555,199.88794792084195
3.47,0.00021676426599225325,5.83280163344196,1986.3088455590962,199.8873205299072
3.48,0.00021678774596987956,5.846766092814493,1986.2699225658114,199.88669150685212
3.49,0.00021681120269325427,5.860716066166268,1986.2310025762008,199.88606085264271
3.5,0.00021683463618534608,5.874651568150944,1986.192085589764,199.88542856824446
3.5100000000000002,0.00021685804646910117,5.888572613407425,1986.153171606002,199.88479465462243
3.52,0.00021688143356744308,5.902479216559866,1986.1142606244152,199.88415911274106
3.5300000000000002,0.0002169047975032729,5.916371392217696,1986.075352644505,199.88352194356438
3.54,0.0002169281382994691,5.930249154975633,1986.036447665773,199.88288314805584
3.5500000000000003,0.00021695145597888768,5.944112519413698,1985.9975456877207,199.88224272717844
3.56,0.00021697475056436225,5.957961500097232,1985.9586467098502,199.88160068189464
3.5700000000000003,0.00021699802207870384,5.971796111576918,1985.919750731664,199.88095701316638
3.58,0.0002170212705447012,5.985616368388784,1985.880857752665,199.8803117219552
3.59,0.00021704449598512055,5.999422285054233,1985.8419677723562,199.87966480922196
3.6,0.00021706769842270578,6.013213876080053,1985.803080790241,199.8790162759272
3.61,0.0002170908778801785,6.026991155958432,1985.7641968058233,199.87836612303082
3.62,0.00021711403438023786,6.040754139166977,1985.7253158186068,199.87771435149224
3.63,0.00021713716794556084,6.054502840168728,1985.6864378280961,199.87706096227046
3.64,0.00021716027859880203,6.068237273412177,1985.647562833796,199.8764059563239
3.65,0.00021718336636259385,6.081957453331282,1985.6086908352113,199.87574933461048
3.66,0.00021720643125954645,6.0956633943454825,1985.5698218318478,199.8750910980876
3.67,0.00021722947331224773,6.109355110859719,1985.5309558232104,199.87443124771227
3.68,0.00021725249254326353,6.123032617264444,1985.4920928088059,199.87376978444084
3.69,0.0002172754889751374,6.136695927935645,1985.4532327881402,199.8731067092293
3.7,0.00021729846263039083,6.150345057234857,1985.4143757607198,199.87244202303302
3.71,0.0002173214135315232,6.163980019509173,1985.375521726052,199.87177572680696
3.72,0.00021734434170101176,6.177600829091276,1985.336670683644,199.87110782150552
3.73,0.00021736724716131176,6.191207500299434,1985.297822633003,199.8704383080826
3.74,0.00021739012993485634,6.204800047437537,1985.2589775736376,199.8697671874917
3.75,0.00021741299004405666,6.218378484795097,1985.2201355050556,199.86909446068566
3.7600000000000002,0.00021743582751130192,6.231942826647275,1985.1812964267656,199.86842012861695
3.77,0.00021745864235895936,6.24549308725489,1985.1424603382764,199.86774419223744
3.7800000000000002,0.00021748143460937418,6.259029280864442,1985.1036272390972,199.86706665249858
3.79,0.0002175042042848698,6.27255142170812,1985.0647971287376,199.86638751035133
3.8000000000000003,0.00021752695140774762,6.286059524003826,1985.0259700067074,199.86570676674606
3.81,0.00021754967600028726,6.299553601955186,1984.9871458725167,199.8650244226327
3.8200000000000003,0.00021757237808474648,6.313033669751569,1984.9483247256762,199.8643404789607
3.83,0.00021759505768336116,6.326499741568102,1984.9095065656963,199.863654936679
3.84,0.0002176177148183455,6.339951831565687,1984.8706913920882,199.862967796736
3.85,0.0002176403495118918,6.353389953891015,1984.8318792043635,199.86227906007966
3.86,0.00021766296178617068,6.366814122676587,1984.7930700020336,199.86158872765742
3.87,0.00021768555166333105,6.380224352040725,1984.7542637846109,199.86089680041619
3.88,0.00021770811916550006,6.393620656087589,1984.7154605516073,199.86020327930243
3.89,0.00021773066431478327,6.407003048907198,1984.6766603025358,199.8595081652621
3.9,0.0002177531871332645,6.42037154457544,1984.637863036909,199.85881145924066
3.91,0.00021777568764300603,6.4337261571540925,1984.5990687542408,199.85811316218303
3.92,0.00021779816586604844,6.447066900690835,1984.5602774540444,199.85741327503374
3.93,0.00021782062182441078,6.460393789219272,1984.5214891358337,199.85671179873668
3.94,0.0002178430555400906,6.473706836758938,1984.4827037991229,199.85600873423536
3.95,0.0002178654670350638,6.487006057315326,1984.4439214434267,199.85530408247277
3.96,0.0002178878563312849,6.500291464879895,1984.4051420682597,199.85459784439138
3.97,0.00021791022345068686,6.513563073430091,1984.3663656731374,199.85389002093316
3.98,0.00021793256841518116,6.526820896929358,1984.3275922575751,199.85318061303965
3.99,0.00021795489124553066,6.540064948551863,1984.2888218211056,199.85246962164047
4.0,0.00021797719196374926,6.553295242332991,1984.2500543632427,199.85175704767758
4.01,0.00021799947059251873,6.5665117927682,1984.2112898834903,199.85104289209943
4.0200000000000005,0.0002180217271536597,6.579714613761513,1984.172528381365,199.85032715584546
4.03,0.0002180439616689715,6.5929037192029645,1984.133769856384,199.8496098398547
4.04,0.00021806617416023197,6.60607912296862,1984.0950143080652,199.8488909450656
4.05,0.00021808836464919755,6.619240838920591,1984.0562617359255,199.84817047241617
4.0600000000000005,0.00021811053315760336,6.632388880907048,1984.0175121394836,199.84744842284394
4.07,0.00021813267970716314,6.645523262762236,1983.9787655182574,199.84672479728587
4.08,0.0002181548043195693,6.658643998306491,1983.9400218717658,199.8459995966785
4.09,0.00021817690701649302,6.671751101346262,1983.9012811995274,199.84527282195788
4.1,0.0002181989878195841,6.6848445856741145,1983.862543501062,199.8445444740595
4.11,0.00021822104675047117,6.697924465068757,1983.8238087758887,199.84381455391843
4.12,0.0002182430838307616,6.710990753295049,1983.7850770235277,199.84308306246925
4.13,0.00021826509908204157,6.724043464104021,1983.746348243499,199.84235000064598
4.14,0.00021828709252587607,6.737082611232888,1983.7076224353232,199.84161536938223
4.15,0.0002183090641838089,6.75010820840507,1983.6688995985207,199.84087916961107
4.16,0.0002183310140773628,6.763120269330197,1983.6301797326134,199.8401414022651
4.17,0.00021835294222803932,6.776118807704137,1983.591462837122,199.83940206827643
4.18,0.000218374848657319,6.789103837209003,1983.5527489115686,199.83866116857666
4.19,0.00021839673338666123,6.802075371513175,1983.514037955475,199.83791870409692
4.2,0.0002184185964375044,6.815033424271306,1983.4753299683637,199.83717467576787
4.21,0.0002184404378312659,6.827978009124348,1983.4366249497573,199.83642908451966
4.22,0.0002184622575893421,6.840909139699565,1983.3979228991786,199.83568193128193
4.23,0.00021848405573310839,6.8538268296105445,1983.359223816151,199.8349332169839
4.24,0.00021850583228391927,6.866731092457214,1983.320527700198,199.8341829425542
4.25,0.00021852758726310822,6.879621941825862,1983.2818345508433,199.8334311089211
4.26,0.00021854932069198787,6.8924993912891495,1983.2431443676112,199.83267771701227
4.2700000000000005,0.00021857103259185001,6.905363454406125,1983.2044571500262,199.83192276775495
4.28,0.0002185927229839655,6.9182141447222385,1983.165772897613,199.8311662620759
4.29,0.00021861439188958443,6.931051475769365,1983.1270916098965,199.83040820090136
4.3,0.00021863603932993603,6.943875461065813,1983.088413286402,199.8296485851571
4.3100000000000005,0.0002186576653262288,6.9566861141163425,1983.0497379266558,199.82888741576843
4.32,0.0002186792698996504,6.969483448412177,1983.0110655301833,199.82812469366013
4.33,0.0002187008530713678,6.982267477431027,1982.9723960965107,199.8273604197565
4.34,0.0002187224148625273,6.995038214637098,1982.9337296251647,199.82659459498143
4.3500000000000005,0.00021874395529425443,7.007795673481112,1982.8950661156723,199.82582722025822
4.36,0.00021876547438765407,7.020539867400316,1982.8564055675606,199.82505829650975
4.37,0.00021878697216381047,7.0332708098185055,1982.817747980357,199.82428782465843
4.38,0.00021880844864378726,7.045988514146035,1982.7790933535891,199.8235158056261
4.39,0.00021882990384862748,7.058692993779837,1982.7404416867853,199.8227422403342
4.4,0.00021885133779935353,7.071384262103433,1982.7017929794738,199.8219671297037
4.41,0.00021887275051696737,7.084062332486954,1982.6631472311833,199.821190474655
4.42,0.0002188941420224503,7.096727218287152,1982.6245044414425,199.82041227610807
4.43,0.0002189155123367632,7.109378932847421,1982.5858646097809,199.81963253498245
4.44,0.0002189368614808465,7.122017489497807,1982.547227735728,199.81885125219708
4.45,0.00021895818947562004,7.134642901555026,1982.5085938188136,199.8180684286705
4.46,0.00021897949634198336,7.147255182322478,1982.469962858568,199.81728406532076
4.47,0.0002190007821008155,7.159854345090269,1982.4313348545213,199.8164981630654
4.48,0.00021902204677297512,7.17244040313522,1982.3927098062045,199.81571072282156
4.49,0.00021904329037930058,7.185013369720879,1982.3540877131486,199.81492174550579
4.5,0.00021906451294060984,7.197573258097551,1982.3154685748848,199.81413123203419
4.51,0.00021908571447770052,7.210120081502297,1982.2768523909447,199.81333918332246
4.5200000000000005,0.00021910689501135003,7.222653853158964,1982.2382391608603,199.8125456002857
4.53,0.0002191280545623154,7.235174586278188,1982.199628884164,199.81175048383864
4.54,0.0002191491931513335,7.2476822940574195,1982.161021560388,199.81095383489546
4.55,0.0002191703107991209,7.260176989680933,1982.1224171890651,199.81015565436988
4.5600000000000005,0.00021919140752637404,7.272658686319849,1982.0838157697285,199.80935594317515
4.57,0.00021921248335333827,7.28512739683715,1982.045217301918,199.80855470222045
4.58,0.0002192335382982276,7.29758313270549,1982.0066217852032,199.80775193239742
4.59,0.0002192545723843163,7.3100259088631825,1981.968029219079,199.80694763464018
4.6000000000000005,0.0002192755856322119,7.322455738423151,1981.92943960308,199.80614180985995
4.61,0.00021929657806250152,7.334872634485121,1981.8908529367409,199.8053344589675
4.62,0.00021931754969575226,7.347276610135648,1981.8522692195963,199.8045255828732
4.63,0.00021933850055251086,7.3596676784481225,1981.8136884511819,199.8037151824868
4.64,0.00021935943065330395,7.372045852482793,1981.775110631033,199.8029032587177
4.65,0.00021938034001863795,7.384411145286773,1981.7365357586852,199.80208981247478
4.66,0.0002194012286689992,7.396763569894059,1981.6979638336752,199.8012748446664
4.67,0.00021942209662485386,7.409103139325549,1981.659394855539,199.80045835620055
4.68,0.00021944294390664805,7.421429866589049,1981.6208288238136,199.79964034798462
4.69,0.00021946377053480782,7.433743764679297,1981.5822657380356,199.7988208209256
4.7,0.0002194845765297391,7.446044846577968,1981.5437055977427,199.79799977593
4.71,0.0002195053619118279,7.458333125253697,1981.5051484024723,199.7971772139038
4.72,0.0002195261267014401,7.470608613662089,1981.4665941517624,199.79635313575258
4.73,0.0002195468709189217,7.482871324745737,1981.428042845151,199.79552754238136
4.74,0.0002195675945845987,7.495121271434231,1981.3894944821764,199.7947004346948
4.75,0.00021958829771877712,7.50735846664418,1981.3509490623778,199.79387181359698
4.76,0.00021960898034174313,7.519582923279222,1981.312406585294,199.79304167999152
4.7700000000000005,0.000219629642473763,7.5317946542300405,1981.2738670504643,199.79221003478165
4.78,0.000219650284135083,7.543993672374376,1981.2353304574283,199.79137687887
4.79,0.0002196709053459297,7.556179990577046,1981.196796805726,199.7905422131589
4.8,0.00021969150612650978,7.568353621689957,1981.1582660948975,199.78970603854998
4.8100000000000005,0.00021971208649701016,7.580514578552119,1981.1197383244833,199.78886835594457
4.82,0.00021973264647759784,7.5926628739896564,1981.0812134940243,199.78802916624346
4.83,0.0002197531860884202,7.604798520815833,1981.0426916030613,199.78718847034702
4.84,0.00021977370534960477,7.616921531831056,1981.0041726511356,199.78634626915508
4.8500000000000005,0.00021979420428125946,7.629031919822899,1980.9656566377892,199.78550256356704
4.86,0.0002198146829034724,7.641129697566107,1980.9271435625637,199.7846573544818
4.87,0.0002198351412363121,7.653214877822622,1980.8886334250014,199.7838106427978
4.88,0.00021985557929982735,7.665287473341591,1980.8501262246446,199.78296242941303
4.89,0.00021987599711404735,7.677347496859381,1980.8116219610363,199.78211271522503
4.9,0.0002198963946989817,7.689394961099599,1980.7731206337196,199.78126150113076
4.91,0.00021991677207462034,7.701429878773097,1980.7346222422375,199.78040878802685
4.92,0.00021993712926093376,7.713452262577996,1980.6961267861338,199.77955457680932
4.93,0.0002199574662778728,7.725462125199697,1980.6576342649525,199.77869886837385
4.94,0.00021997778314536884,7.737459479310896,1980.6191446782375,199.7778416636156
4.95,0.00021999807988333368,7.749444337571596,1980.5806580255337,199.77698296342922
4.96,0.00022001835651165976,7.761416712629128,1980.5421743063853,199.77612276870892
4.97,0.00022003861305021997,7.773376617118158,1980.503693520338,199.77526108034849
4.98,0.00022005884951886777,7.78532406366071,1980.4652156669363,199.77439789924117
4.99,0.00022007906593743724,7.7972590648661715,1980.4267407457264,199.77353322627977
5.0,0.00022009926232574307,7.809181633331317,1980.388268756254,199.77266706235667
5.01,0.00022011943870358053,7.821091781640317,1980.3497996980655,199.7717994083637
5.0200000000000005,0.0002201395950907256,7.832989522364755,1980.3113335707067,199.7709302651923
5.03,0.0002201597315069349,7.844874868063641,1980.272870373725,199.7700596337334
5.04,0.0002201798479719458,7.856747831283427,1980.234410106667,199.76918751487747
5.05,0.00022019994450547627,7.868608424558023,1980.1959527690801,199.76831390951452
5.0600000000000005,0.0002202200211272251,7.880456660408808,1980.1574983605117,199.7674388185341
5.07,0.0002202400778568719,7.892292551344647,1980.1190468805098,199.76656224282524
5.08,0.00022026011471407695,7.904116109861908,1980.0805983286227,199.7656841832766
5.09,0.00022028013171848136,7.915927348444473,1980.0421527043984,199.7648046407763
5.1000000000000005,0.00022030012888970716,7.927726279563754,1980.003710007386,199.76392361621205
5.11,0.0002203201062473571,7.939512915678708,1979.9652702371338,199.76304111047105
5.12,0.0002203400638110149,7.95128726923585,1979.9268333931918,199.76215712444002
5.13,0.00022036000160024512,7.963049352669273,1979.8883994751088,199.76127165900525
5.14,0.00022037991963459323,7.974799178400654,1979.849968482435,199.7603847150526
5.15,0.00022039981793358572,7.986536758839279,1979.8115404147206,199.75949629346738
5.16,0.00022041969651437663,7.998262104785962,1979.7731152715498,199.75860639511794
5.17,0.0002204395553976294,8.009975229422196,1979.734693052456,199.757715020897
5.18,0.00022045939460374573,8.021676145752506,1979.6962737569766,199.75682217169503
5.19,0.00022047921415216731,8.033364866130848,1979.6578573846632,199.75592784839554
5.2,0.00022049901406231677,8.045041402898741,1979.6194439350672,199.7550320518815
5.21,0.00022051879435359758,8.056705768385285,1979.5810334077403,199.7541347830354
5.22,0.0002205385550453942,8.068357974907167,1979.5426258022349,199.75323604273927
5.23,0.00022055829615707191,8.079998034768689,1979.5042211181033,199.75233583187475
5.24,0.0002205780177079771,8.091625960261759,1979.465819354898,199.75143415132294
5.25,0.00022059771971743704,8.103241763665926,1979.4274205121724,199.75053100196453
5.26,0.00022061740220476008,8.114845457248387,1979.389024589479,199.7496263846797
5.2700000000000005,0.0002206370651892355,8.126437053263997,1979.350631586372,199.7487203003482
5.28,0.00022065670869013371,8.138016563955283,1979.312241502405,199.7478127498493
5.29,0.00022067633272670613,8.14958400155246,1979.2738543371315,199.7469037340618
5.3,0.00022069593731818533,8.161139378273452,1979.2354700901067,199.7459932538641
5.3100000000000005,0.0002207155224837849,8.172682706323894,1979.1970887608845,199.74508131013405
5.32,0.00022073508824269964,8.184213997897144,1979.15871034902,199.74416790374914
5.33,0.00022075463461410541,8.195733265174312,1979.1203348540685,199.74325303558632
5.34,0.00022077416161715935,8.20724052032426,1979.0819622755853,199.74233670652208
5.3500000000000005,0.0002207936692709997,8.218735775503628,1979.043592613126,199.7414189174325
5.36,0.00022081315759474592,8.230219042856827,1979.0052258662467,199.74049966919316
5.37,0.00022083262660749873,8.241690334516075,1978.9668620345037,199.73957896267922
5.38,0.0002208520763283401,8.253149662601405,1978.9285011174534,199.73865679876533
5.39,0.00022087150677633325,8.264597039220666,1978.8901431146523,199.73773317832575
5.4,0.00022089091797052268,8.276032476469554,1978.851788025658,199.7368081022342
5.41,0.00022091030992993423,8.287455986431613,1978.8134358500274,199.73588157136396
5.42,0.00022092968267357506,8.298867581178259,1978.7750865873184,199.73495358658795
5.43,0.0002209490362204337,8.310267272768785,1978.7367402370887,199.7340241487785
5.44,0.00022096837058948004,8.321655073250378,1978.6983967988965,199.73309325880754
5.45,0.00022098768579966534,8.333030994658136,1978.6600562723002,199.73216091754654
5.46,0.00022100698186992233,8.344395049015075,1978.6217186568583,199.73122712586655
5.47,0.00022102625881916514,8.355747248332152,1978.58338395213,199.7302918846381
5.48,0.00022104551666628932,8.367087604608269,1978.5450521576743,199.72935519473128
5.49,0.00022106475543017199,8.378416129830292,1978.5067232730507,199.72841705701575
5.5,0.00022108397512967168,8.389732835973064,1978.4683972978194,199.7274774723607
5.51,0.00022110317578362846,8.40103773499942,1978.4300742315397,199.72653644163486
5.5200000000000005,0.000221122357410864,8.4123308388602,1978.3917540737725,199.7255939657065
5.53,0.00022114152003018144,8.423612159494258,1978.3534368240782,199.72465004544347
5.54,0.00022116066366036552,8.434881708828485,1978.3151224820174,199.72370468171312
5.55,0.00022117978832018266,8.446139498777814,1978.2768110471513,199.72275787538234
5.5600000000000005,0.00022119889402838076,8.457385541245241,1978.2385025190415,199.7218096273176
5.57,0.00022121798080368947,8.46861984812183,1978.2001968972493,199.72085993838493
5.58,0.00022123704866482008,8.479842431286738,1978.1618941813367,199.71990880944986
5.59,0.00022125609763046556,8.491053302607218,1978.123594370866,199.71895624137747
5.6000000000000005,0.00022127512771930055,8.502252473938643,1978.0852974653994,199.71800223503246
5.61,0.00022129413894998143,8.513439957124506,1978.0470034644998,199.71704679127896
5.62,0.00022131313134114632,8.524615763996449,1978.0087123677301,199.7160899109807
5.63,0.00022133210491141517,8.535779906374268,1977.9704241746533,199.71513159500105
5.64,0.0002213510596793896,8.546932396065928,1977.9321388848332,199.71417184420275
5.65,0.00022136999566365313,8.558073244867577,1977.8938564978334,199.71321065944824
5.66,0.00022138891288277105,8.569202464563562,1977.855577013218,199.71224804159942
5.67,0.0002214078113552905,8.580320066926435,1977.817300430551,199.71128399151777
5.68,0.00022142669109974055,8.59142606371698,1977.7790267493972,199.7103185100643
5.69,0.0002214455521346321,8.602520466684219,1977.7407559693215,199.70935159809963
5.7,0.00022146439447845792,8.613603287565418,1977.7024880898887,199.70838325648384
5.71,0.00022148321814969278,8.624674538086115,1977.6642231106644,199.70741348607663
5.72,0.0002215020231667934,8.63573422996013,1977.6259610312138,199.7064422877372
5.73,0.00022152080954819842,8.646782374889572,1977.5877018511032,199.70546966232433
5.74,0.00022153957731158185,8.657818984050497,1977.5494455699093,199.70449561069142
5.75,0.00022155832647403458,8.668844068217936,1977.5111921872178,199.7035201336877
5.76,0.00022157705705580155,8.679857640340504,1977.472941702568,199.70254323218288
5.7700000000000005,0.00022159576907524245,8.690859712068772,1977.434694115527,199.70156490703383
5.78,0.00022161446255069897,8.701850295041574,1977.3964494256622,199.7005851590971
5.79,0.00022163313750049468,8.71282940088603,1977.3582076325408,199.69960398922868
5.8,0.00022165179394293514,8.723797041217551,1977.319968735731,199.69862139828413
5.8100000000000005,0.00022167043189630793,8.734753227639864,1977.2817327348007,199.69763738711862
5.82,0.00022168905137888263,8.745697971745003,1977.243499629318,199.69665195658683
5.83,0.00022170765240891088,8.756631285113347,1977.2052694188517,199.695665107543
5.84,0.0002217262350046263,8.767553179313614,1977.1670421029705,199.69467684084088
5.8500000000000005,0.00022174479918424467,8.77846366590289,1977.1288176812436,199.69368715733384
5.86,0.00022176334496596382,8.789362756426627,1977.0905961532403,199.69269605787474
5.87,0.00022178187236796367,8.80025046241866,1977.0523775185304,199.69170354331607
5.88,0.00022180038140840632,8.81112679540123,1977.0141617766835,199.69070961450979
5.89,0.00022181887210543597,8.821991766884983,1976.9759489272697,199.68971427230747
5.9,0.00022183734447717905,8.832845388368995,1976.9377389698595,199.6887175175602
5.91,0.00022185579854174412,8.843687671340774,1976.899531904024,199.68771935111866
5.92,0.00022187423431722195,8.854518627276281,1976.8613277293332,199.686719773833
5.93,0.0002218926518216856,8.86533826763994,1976.8231264453589,199.68571878655305
5.94,0.00022191105107319037,8.876146603884653,1976.7849280516725,199.68471639012813
5.95,0.0002219294320897737,8.886943647451805,1976.7467325478456,199.68371258540705
5.96,0.00022194779488945548,8.89772940977129,1976.7085399334499,199.68270737323832
5.97,0.0002219661394902378,8.908503902261517,1976.670350208058,199.68170075446983
5.98,0.00022198446591010514,8.919267136329417,1976.6321633712419,199.68069272994921
5.99,0.00022200277416702428,8.930019123370467,1976.5939794225749,199.6796833005235
6.0,0.00022202106427894437,8.940759874768696,1976.5557983616293,199.67867246703935
6.01,0.00022203933626379697,8.951489401896705,1976.517620187979,199.67766023034298
6.0200000000000005,0.00022205759013949603,8.962207716115667,1976.479444901197,199.6766465912802
6.03,0.00022207582592393787,8.972914828775355,1976.4412725008572,199.67563155069624
6.04,0.00022209404363500134,8.983610751214142,1976.4031029865337,199.67461510943602
6.05,0.0002221122432905477,8.994295494759026,1976.3649363578004,199.67359726834397
6.0600000000000005,0.0002221304249084207,9.004969070725632,1976.3267726142321,199.6725780282641
6.07,0.00022214858850644657,9.015631490418233,1976.2886117554035,199.67155739003994
6.08,0.0002221667341024341,9.026282765129757,1976.2504537808898,199.67053535451458
6.09,0.0002221848617141746,9.036922906141806,1976.2122986902657,199.66951192253072
6.1000000000000005,0.0002222029713594419,9.047551924724667,1976.1741464831073,199.66848709493055
6.11,0.00022222106305599246,9.058169832137315,1976.1359971589902,199.6674608725559
6.12,0.00022223913682156533,9.068776639627446,1976.0978507174902,199.66643325624804
6.13,0.00022225719267388212,9.079372358431472,1976.0597071581838,199.6654042468479
6.140000000000001,0.0002222752306306472,9.089956999774543,1976.0215664806476,199.66437384519597
6.15,0.00022229325070954742,9.100530574870557,1975.983428684458,199.66334205213224
6.16,0.00022231125292825245,9.111093094922174,1975.9452937691926,199.66230886849627
6.17,0.0002223292373044146,9.121644571120825,1975.9071617344282,199.66127429512724
6.18,0.00022234720385566888,9.132185014646737,1975.8690325797425,199.66023833286383
6.19,0.00022236515259963305,9.142714436668932,1975.8309063047134,199.65920098254426
6.2,0.00022238308355390762,9.153232848345244,1975.7927829089188,199.65816224500642
6.21,0.0002224009967360759,9.163740260822335,1975.754662391937,199.65712212108764
6.22,0.00022241889216370391,9.174236685235709,1975.7165447533466,199.6560806116249
6.23,0.00022243676985434058,9.184722132709723,1975.6784299927263,199.65503771745466
6.24,0.00022245462982551758,9.195196614357592,1975.6403181096553,199.65399343941303
6.25,0.00022247247209474948,9.205660141281417,1975.6022091037128,199.6529477783356
6.26,0.00022249029667953372,9.216112724572188,1975.5641029744781,199.65190073505758
6.2700000000000005,0.00022250810359735062,9.226554375309801,1975.5259997215314,199.65085231041374
6.28,0.00022252589286566338,9.236985104563065,1975.4878993444527,199.64980250523837
6.29,0.00022254366450191819,9.247404923389723,1975.449801842822,199.64875132036534
6.3,0.0002225614185235441,9.25781384283646,1975.4117072162198,199.64769875662813
6.3100000000000005,0.00022257915494795322,9.26821187393892,1975.3736154642272,199.6466448148597
6.32,0.00022259687379254053,9.278599027721711,1975.335526586425,199.64558949589266
6.33,0.000222614575072682,9.28897531380397,1975.2974405824243,199.64453280054465
6.34,0.00022263225880723113,9.29934074422773,1975.2593574517844,199.6434747296582
6.3500000000000005,0.00022264992501386764,9.309695330218357,1975.221277194082,199.64241528406694
6.36,0.0002226675737099126,9.320039082752198,1975.1831998088992,199.64135446460168
6.37,0.00022268520491267,9.330372012794552,1975.1451252958186,199.64029227209275
6.38,0.00022270281863942686,9.340694131299683,1975.1070536544228,199.6392287073701
6.390000000000001,0.00022272041490745318,9.351005449210833,1975.0689848842944,199.63816377126318
6.4,0.00022273799373400197,9.361305977460232,1975.0309189850166,199.63709746460103
6.41,0.00022275555513630925,9.371595726969108,1974.9928559561727,199.63602978821226
6.42,0.0002227730991315942,9.38187470864771,1974.9547957973464,199.63496074292505
6.43,0.00022279062573705896,9.392142933395307,1974.9167385081214,199.6338903295671
6.44,0.00022280813496988885,9.40240041210021,1974.878684088082,199.6328185489658
6.45,0.0002228256268472522,9.41264715563978,1974.8406325368123,199.6317454019479
6.46,0.00022284310138630058,9.422883174880438,1974.802583853897,199.63067088933997
6.47,0.00022286055860416866,9.433108480677685,1974.7645380389208,199.62959501196792
6.48,0.00022287799851797426,9.443323083876106,1974.726495091469,199.62851777065734
6.49,0.00022289542114481843,9.453526995309385,1974.6884550111267,199.62743916623342
6.5,0.00022291282650178536,9.463720225800323,1974.6504177974793,199.62635919952078
6.51,0.00022293021460594254,9.47390278616084,1974.6123834501132,199.62527787134374
6.5200000000000005,0.00022294758547434064,9.484074687191997,1974.5743519686137,199.62419518252614
6.53,0.00022296493912401364,9.494235939684001,1974.5363233525675,199.6231111338914
6.54,0.00022298227557197874,9.504386554416222,1974.498297601561,199.62202572626245
6.55,0.0002229995948352365,9.514526542157201,1974.4602747151812,199.6209389604619
6.5600000000000005,0.0002230168969307707,9.52465591366467,1974.4222546930148,199.61985083731182
6.57,0.00022303418187554858,9.534774679685553,1974.3842375346492,199.6187613576339
6.58,0.00022305144968652062,9.544882850955988,1974.3462232396719,199.61767052224943
6.59,0.00022306870038062075,9.554980438201335,1974.3082118076707,199.61657833197916
6.6000000000000005,0.00022308593397476622,9.56506745213619,1974.2702032382333,199.61548478764354
6.61,0.00022310315048585774,9.575143903464395,1974.2321975309483,199.61438989006254
6.62,0.00022312034993077944,9.585209802879053,1974.194194685404,199.61329364005564
6.63,0.00022313753232639885,9.595265161062535,1974.156194701189,199.612196038442
6.640000000000001,0.00022315469768956702,9.605309988686502,1974.1181975778925,199.61109708604027
6.65,0.00022317184603711844,9.615344296411907,1974.0802033151033,199.6099967836687
6.66,0.0002231889773858711,9.625368094889012,1974.0422119124112,199.60889513214508
